window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,velocity_s4,vel_zscore_s4,vel_alert_s4,accel_s4,velocity_s1,vel_zscore_s1,vel_alert_s1,velocity_s6,vel_zscore_s6,vel_alert_s6,vel_flag_count,enhanced_alert,velocity_only_alert,orig_fusion2,js_divergence,js_alert
13795,0,2.8697,0,0.7618,0.0,0.8954,0.0,0.5529,0.0,0.4556,0.0,0.8579,0,0.0,0,none,0,-0.9716,0.2846,0.0,-1.2924,2.1836,1.2527,0,0.2395,0.4418,0,0,0,0,0,0.273482,0
13796,0,0.3985,0,0.0,0.0,0.7337,0.0,1.1282,0.0,0.0,0.0,0.9817,0,0.0,0,none,0,0.5753000000000001,0.1685,0.0,1.5469000000000002,-2.4712,1.4177,0,0.1238,0.2283,0,0,0,0,0,0.236391,0
13797,0,0.6794,0,0.0,0.0,0.9202,0.0,0.627,0.0,0.0,0.0,0.6736,0,0.0,0,none,0,-0.5012000000000001,0.1468,0.0,-1.0765000000000002,0.2809,0.1611,0,-0.3081,0.5684,0,0,0,0,0,0.27807,0
13798,0,0.5584,0,0.0,0.0,0.9468,0.0,0.7922,0.0,0.0,0.0,0.9018,0,0.0,0,none,0,0.1652,0.0483,0.0,0.6664000000000001,-0.121,0.0693,0,0.2282,0.4209,0,0,0,0,0,0.303296,0
13799,0,0.6611,0,0.0,0.0,0.5778,0.0,1.0826,0.0,0.0,0.0,0.7357,0,0.0,0,none,0,0.2904,0.085,0.0,0.1251999999999999,0.1027,0.0588,0,-0.1661,0.3064,0,0,0,0,0,0.384332,0
13800,0,0.6585,0,0.0,0.0,0.7147,0.0,0.5245,0.0,0.7291,0.0,0.7459,0,0.0,0,none,0,-0.5581,0.1635,0.0,-0.8485,-0.0026,0.0014,0,0.0101999999999999,0.0187,0,0,0,0,0,0.383432,0
13801,0,0.8786,0,0.0,0.0,0.9291,0.0,0.7591,0.0,1.2773,0.0,0.9597,0,0.0,0,none,0,0.2346,0.0687,0.0,0.7927000000000001,0.2201,0.1262,0,0.2138,0.3944,0,0,0,0,0,0.382365,0
13802,0,0.8593,0,0.0,0.0,0.8091,0.0,0.4664,0.0,0.0,0.0,1.3676,0,0.0,0,none,0,-0.2927,0.0857,0.0,-0.5273000000000001,-0.0193,0.011,0,0.4078999999999999,0.7525,0,0,0,0,0,0.424938,0
13803,0,0.5511,0,0.0,0.0,0.3038,0.0,0.7678,0.0,0.1757,0.0,0.6428,0,0.0,0,none,0,0.3014,0.0882,0.0,0.5941000000000001,-0.3081999999999999,0.1767,0,-0.7247999999999999,1.3372,0,0,0,0,0,0.414175,0
13804,0,0.6279,0,0.0,0.0,0.9887,0.0,0.628,0.0,0.0,0.0,0.7399,0,0.0,0,none,0,-0.1398,0.0409,0.0,-0.4412000000000001,0.0767999999999999,0.044,0,0.0970999999999999,0.1791,0,0,0,0,0,0.414788,0
13805,0,0.6653,0,0.0,0.0,0.7832,0.0,1.4987,0.0,0.0,0.0,0.914,0,0.0,0,none,0,0.8706999999999999,0.2551,0.0,1.0105,0.0373999999999999,0.0214,0,0.1741,0.3211,0,0,0,0,0,0.398087,0
13806,0,0.6222,0,0.0,0.0,1.3946,0.0,1.2906,0.0,0.0,0.0,0.712,0,0.0,0,none,0,-0.2080999999999999,0.0609,0.0,-1.0787999999999998,-0.0431,0.0247,0,-0.202,0.3726,0,0,0,0,0,0.398087,0
13807,0,0.6733,0,0.0,0.0,0.7147,0.0,0.9805,0.0,0.0,0.0,0.7907,0,0.0,0,none,0,-0.3100999999999999,0.0908,0.0,-0.1019999999999999,0.0511,0.0292,0,0.0786999999999999,0.1451,0,0,0,0,0,0.398087,0
13808,0,0.2843,0,0.0,0.0,1.398,0.0,1.3298,0.0,0.0,0.0,0.6193,0,0.0,0,none,0,0.3493,0.1023,0.0,0.6594,-0.389,0.2231,0,-0.1714,0.3161,0,0,0,0,0,0.412439,0
13809,0,0.9431,0,0.0,0.0,0.7921,0.0,1.3446,0.0,0.6386,0.0,0.3075,0,0.0,0,none,0,0.0147999999999999,0.0042,0.0,-0.3345000000000001,0.6588,0.3779,0,-0.3117999999999999,0.5752,0,0,0,0,0,0.412439,0
13810,0,0.5786,0,0.0,0.0,0.8622,0.0,0.6943,0.0,1.2773,0.0,1.4591,0,0.0,0,none,0,-0.6503,0.1905,0.0,-0.6650999999999999,-0.3645,0.209,0,1.1516000000000002,2.1246,0,0,0,0,0,0.427043,0
13811,0,2.8007,0,0.3362,0.0,1.3951,0.0,0.8641,0.0,0.1863,0.0,0.7622,0,0.0,0,none,0,0.1697999999999999,0.0497,0.0,0.8200999999999999,2.2221,1.2748,0,-0.6969000000000001,1.2857,0,0,0,0,0,0.447845,0
13812,0,1.2366,0,0.0,0.0,1.2513,0.0,1.3857,0.0,0.3644,0.0,0.8568,0,0.0,0,none,0,0.5216,0.1528,0.0,0.3518,-1.5641,0.8973,0,0.0946,0.1744,0,0,0,0,0,0.458425,1
13813,0,0.5994,0,0.0,0.0,1.3369,0.0,0.7356,0.0,0.1863,0.0,0.4818,0,0.0,0,none,0,-0.6500999999999999,0.1904,0.0,-1.1717,-0.6371999999999999,0.3655,0,-0.375,0.6918,0,0,0,0,0,0.480282,1
13814,0,9.9156,1,1.3108,0.0,1.2716,0.0,1.9485,0.0,0.6409,0.0,0.2745,0,0.25,1,low,0,1.2129,0.3554,0.0,1.863,9.3162,5.3447,1,-0.2072999999999999,0.3824,0,1,0,0,0,0.480282,1
13815,0,0.5384,0,0.0,0.0,1.7,0.0,0.6974,0.0,0.0,0.0,0.9369,0,0.0,0,none,0,-1.2511,0.3666,0.0,-2.4639999999999995,-9.3772,5.3797,1,0.6623999999999999,1.222,0,1,0,0,0,0.465228,1
13816,0,0.6862,0,0.0,0.0,1.0775,0.0,0.6157,0.0,0.0,0.0,0.653,0,0.0,0,none,0,-0.0817,0.0239,0.0,1.1694,0.1478,0.0847,0,-0.2838999999999999,0.5237,0,0,0,0,0,0.432839,0
13817,0,1.0312,0,0.0,0.0,0.0,0.0,2.5315,0.0,0.0,0.0,0.9435,0,0.0,0,none,0,1.9158,0.5614,0.0,1.9975,0.3449999999999998,0.1979,0,0.2905,0.5359,0,0,0,0,0,0.443328,0
13818,0,0.6964,0,0.0,0.0,1.5367,0.0,1.1188,0.0,0.0,0.0,0.53,0,0.0,0,none,0,-1.4126999999999998,0.4139,0.0,-3.3285,-0.3347999999999999,0.192,0,-0.4135,0.7628,0,0,0,0,0,0.513066,1
13819,0,0.6801,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.9192,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.0162999999999999,0.0093,0,0.3892,0.718,0,0,0,0,0,0.571874,1
13820,0,0.6846,0,0.0,0.0,0.6805,0.0,1.3469,0.0,0.0,0.0,0.8859,0,0.0,0,none,0,0.2280999999999999,0.0668,0.0,1.6407999999999998,0.0044999999999999,0.0025,0,-0.0332999999999999,0.0613,0,0,0,0,0,0.571874,1
13821,0,0.7003,0,0.0,0.0,1.3997,0.0,1.1046,0.0,0.0,0.0,0.3159,0,0.0,0,none,0,-0.2422999999999999,0.0709,0.0,-0.4703999999999999,0.0157,0.0089,0,-0.5700000000000001,1.0516,0,0,0,0,0,0.513066,1
13822,0,0.5444,0,0.0,0.0,1.7422,0.0,1.3734,0.0,0.0,0.0,0.4741,0,0.0,0,none,0,0.2687999999999999,0.0787,0.0,0.5110999999999999,-0.1559,0.0894,0,0.1582,0.2918,0,0,0,0,0,0.509864,1
13823,0,0.5468,0,0.0,0.0,0.3742,0.0,0.579,0.0,0.7291,0.0,0.677,0,0.0,0,none,0,-0.7944,0.2327,0.0,-1.0632,0.0023999999999999,0.0013,0,0.2029,0.3743,0,0,0,0,0,0.503665,1
13824,0,0.5237,0,0.0,0.0,0.3479,0.0,0.8561,0.0,0.3644,0.0,0.5612,0,0.0,0,none,0,0.2771,0.0811,0.0,1.0715,-0.0230999999999999,0.0132,0,-0.1158,0.2136,0,0,0,0,0,0.506181,1
13825,0,0.702,0,0.0,0.0,1.626,0.0,0.7488,0.0,0.0,0.0,0.8455,0,0.0,0,none,0,-0.1072999999999999,0.0314,0.0,-0.3843999999999999,0.1782999999999999,0.1022,0,0.2843,0.5244,0,0,0,0,0,0.434757,0
13826,0,0.6561,0,0.0,0.0,1.6737,0.0,1.9485,0.0,0.5468,0.0,0.7574,0,0.0,0,none,0,1.1997,0.3515,0.0,1.307,-0.0458999999999999,0.0263,0,-0.0881,0.1625,0,0,0,0,0,0.444792,0
13827,0,0.6831,0,0.0,0.0,0.7142,0.0,0.7439,0.0,0.6379,0.0,0.8602,0,0.0,0,none,0,-1.2046,0.3529,0.0,-2.4043,0.027,0.0154,0,0.1028,0.1896,0,0,0,0,0,0.356815,0
13828,0,0.6608,0,0.0,0.0,1.7422,0.0,1.9485,0.0,0.7291,0.0,0.5865,0,0.0,0,none,0,1.2046,0.3529,0.0,2.4092,-0.0222999999999999,0.0127,0,-0.2736999999999999,0.5049,0,0,0,0,0,0.321251,0
13829,0,0.1788,0,0.0,0.0,0.2131,0.0,1.4296,0.0,0.7291,0.0,0.8003,0,0.0,0,none,0,-0.5188999999999999,0.152,0.0,-1.7234999999999998,-0.4820000000000001,0.2765,0,0.2138,0.3944,0,0,0,0,0,0.320792,0
13830,0,0.6016,0,0.0,0.0,0.8449,0.0,0.6315,0.0,0.1757,0.0,0.6831,0,0.0,0,none,0,-0.7981,0.2338,0.0,-0.2792000000000001,0.4228,0.2425,0,-0.1171999999999999,0.2161,0,0,0,0,0,0.320792,0
13831,0,0.6523,0,0.0,0.0,1.1449,0.0,1.1205,0.0,0.7291,0.0,0.9427,0,0.0,0,none,0,0.4890000000000001,0.1432,0.0,1.2871,0.0506999999999999,0.029,0,0.2595999999999999,0.4789,0,0,0,0,0,0.320792,0
13832,0,0.5438,0,0.0,0.0,1.5632,0.0,1.2885,0.0,0.3644,0.0,1.0726,0,0.0,0,none,0,0.1679999999999999,0.0491,0.0,-0.3210000000000002,-0.1085,0.0622,0,0.1299,0.2396,0,0,0,0,0,0.321251,0
13833,0,0.6648,0,0.0,0.0,1.1072,0.0,0.8635,0.0,0.8227,0.0,0.9019,0,0.0,0,none,0,-0.4249999999999999,0.1245,0.0,-0.5929999999999999,0.121,0.0693,0,-0.1706999999999999,0.3148,0,0,0,0,0,0.320792,0
13834,0,4.4,1,1.8599,0.0,1.526,0.0,0.9638,0.0,0.1863,0.0,0.4636,0,0.25,1,low,0,0.1002999999999999,0.0293,0.0,0.5252999999999999,3.7352,2.1428,0,-0.4383,0.8086,0,0,0,0,0,0.321251,0
13835,0,0.6655,0,0.0,0.0,0.5093,0.0,1.8269,0.0,0.0,0.0,0.854,0,0.0,0,none,0,0.8631,0.2528,0.0,0.7628,-3.7345000000000006,2.1424,0,0.3903999999999999,0.7202,0,0,0,0,0,0.321251,0
13836,0,0.6288,0,0.0,0.0,0.7853,0.0,0.878,0.0,0.0,0.0,0.6991,0,0.0,0,none,0,-0.9489,0.278,0.0,-1.812,-0.0366999999999999,0.021,0,-0.1548999999999999,0.2857,0,0,0,0,0,0.350595,0
13837,0,0.4697,0,0.0,0.0,1.0055,0.0,0.6927,0.0,0.0,0.0,0.7865,0,0.0,0,none,0,-0.1853,0.0542,0.0,0.7636,-0.1591,0.0912,0,0.0873999999999999,0.1612,0,0,0,0,0,0.337773,0
13838,0,0.7982,0,0.0,0.0,0.799,0.0,1.479,0.0,0.3681,0.0,0.7028,0,0.0,0,none,0,0.7863000000000001,0.2303,0.0,0.9716,0.3285,0.1884,0,-0.0837,0.1543,0,0,0,0,0,0.393338,0
13839,0,1.1432,0,0.0,0.0,0.5383,0.0,2.7249,0.0,0.182,0.0,0.6806,0,0.0,0,none,0,1.2458999999999998,0.365,0.0,0.4595999999999997,0.345,0.1979,0,-0.0221999999999999,0.0409,0,0,0,0,0,0.393338,0
13840,0,0.6508,0,0.0,0.0,0.3723,0.0,1.4156,0.0,0.5468,0.0,0.7673,0,0.0,0,none,0,-1.3093,0.3836,0.0,-2.5552,-0.4923999999999999,0.2824,0,0.0867,0.1599,0,0,0,0,0,0.393338,0
13841,0,0.6233,0,0.0,0.0,0.9148,0.0,0.2936,0.0,0.3644,0.0,0.8279,0,0.0,0,none,0,-1.122,0.3287,0.0,0.1873,-0.0275,0.0157,0,0.0605999999999999,0.1117,0,0,0,0,0,0.387394,0
13842,0,0.4365,0,0.0,0.0,0.1668,0.0,0.6585,0.0,0.7291,0.0,0.8846,0,0.0,0,none,0,0.3648999999999999,0.1068,0.0,1.4869,-0.1867999999999999,0.1071,0,0.0567,0.1045,0,0,0,0,0,0.387394,0
13843,0,1.126,0,0.0,0.0,1.4488,0.0,1.9372,0.0,0.0,0.0,1.1804,0,0.0,0,none,0,1.2787000000000002,0.3746,0.0,0.9138000000000002,0.6894999999999999,0.3955,0,0.2957999999999998,0.5457,0,0,0,0,0,0.388049,0
13844,0,0.6577,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7521,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.4682999999999999,0.2686,0,-0.4282999999999999,0.7901,0,0,0,0,0,0.406518,0
13845,0,0.6337,0,0.0,0.0,1.8107,0.0,1.4583,0.0,0.0,0.0,0.6216,0,0.0,0,none,0,-0.4789000000000001,0.1403,0.0,-1.7576000000000005,-0.0239999999999999,0.0137,0,-0.1304999999999999,0.2407,0,0,0,0,0,0.374979,0
13846,0,0.6238,0,0.0,0.0,0.3742,0.0,0.579,0.0,0.0,0.0,0.7969,0,0.0,0,none,0,-0.8793,0.2576,0.0,-0.4003999999999998,-0.0099,0.0056,0,0.1753,0.3233,0,0,0,0,0,0.361961,0
13847,0,0.6647,0,0.0,0.0,0.9202,0.0,0.5579,0.0,0.0,0.0,0.5632,0,0.0,0,none,0,-0.0211,0.0061,0.0,0.8582,0.0408999999999999,0.0234,0,-0.2337,0.4311,0,0,0,0,0,0.337806,0
13848,0,0.3218,0,0.0,0.0,0.9235,0.0,0.6943,0.0,0.0,0.0,0.7221,0,0.0,0,none,0,0.1364,0.0399,0.0,0.1575,-0.3429,0.1967,0,0.1588999999999999,0.2931,0,0,0,0,0,0.293022,0
13849,0,1.3477,0,0.0,0.0,0.9976,0.0,1.1685,0.0,0.1863,0.0,0.6923,0,0.0,0,none,0,0.4742,0.1389,0.0,0.3378,1.0259,0.5885,0,-0.0297999999999999,0.0549,0,0,0,0,0,0.312241,0
13850,0,0.8817,0,0.0,0.0,0.0,0.0,1.0642,0.0,0.1757,0.0,1.0775,0,0.0,0,none,0,-0.1043,0.0305,0.0,-0.5785000000000001,-0.4659999999999998,0.2673,0,0.3851999999999999,0.7106,0,0,0,0,0,0.405832,0
13851,0,0.7939,0,0.0,0.0,1.0316,0.0,1.0957,0.0,0.2732,0.0,1.3325,0,0.0,0,none,0,0.0314999999999998,0.0091,0.0,0.1357999999999999,-0.0877999999999999,0.0503,0,0.2550000000000001,0.4704,0,0,0,0,0,0.419444,0
13852,0,2.7177,0,0.8853,0.0,1.2716,0.0,1.2053,0.0,0.459,0.0,1.2409,0,0.0,0,none,0,0.1096000000000001,0.032,0.0,0.0781000000000002,1.9238,1.1036,0,-0.0916000000000001,0.1689,0,0,0,0,0,0.336703,0
13853,0,0.9367,0,1.8599,0.0,0.0,0.0,1.366,0.0,0.8227,0.0,1.5895,0,0.0,0,none,0,0.1607,0.047,0.0,0.0510999999999999,-1.7809999999999997,1.0217,0,0.3486,0.6431,0,0,0,0,0,0.32007,0
13854,0,0.6937,0,0.0,0.0,0.9291,0.0,0.7926,0.0,0.8227,0.0,0.4154,0,0.0,0,none,0,-0.5734000000000001,0.1679,0.0,-0.7341000000000002,-0.243,0.1393,0,-1.1741,2.1661,0,0,0,0,0,0.242265,0
13855,0,0.7868,0,0.0,0.0,0.0,0.0,1.1029,0.0,0.182,0.0,0.6774,0,0.0,0,none,0,0.3103,0.0908,0.0,0.8837000000000002,0.0931,0.0533,0,0.262,0.4833,0,0,0,0,0,0.3192,0
13856,0,0.8816,0,0.0,0.0,1.2716,0.0,1.5612,0.0,0.0,0.0,1.041,0,0.0,0,none,0,0.4582999999999999,0.1342,0.0,0.1479999999999999,0.0948,0.0543,0,0.3635999999999999,0.6708,0,0,0,0,0,0.325185,0
13857,0,1.532,0,0.0,0.0,0.0,0.0,1.1416,0.0,0.6409,0.0,1.1178,0,0.0,0,none,0,-0.4196,0.1229,0.0,-0.8778999999999999,0.6504,0.3731,0,0.0767999999999999,0.1416,0,0,0,0,0,0.360274,0
13858,0,0.9668,0,0.0,0.0,1.3401,0.0,0.9809,0.0,0.5468,0.0,0.8378,0,0.0,0,none,0,-0.1606999999999999,0.047,0.0,0.2589,-0.5652,0.3242,0,-0.2799999999999999,0.5165,0,0,0,0,0,0.439645,0
13859,0,0.8658,0,0.0,0.0,1.2031,0.0,1.6171,0.0,0.0,0.0,0.716,0,0.0,0,none,0,0.6362,0.1864,0.0,0.7968999999999999,-0.1009999999999999,0.0579,0,-0.1218,0.2246,0,0,0,0,0,0.441849,0
13860,0,0.5495,0,0.0,0.0,0.4928,0.0,1.5708,0.0,0.0,0.0,0.489,0,0.0,0,none,0,-0.0463,0.0135,0.0,-0.6825,-0.3163,0.1814,0,-0.2269999999999999,0.4187,0,0,0,0,0,0.353413,0
13861,0,0.4182,0,0.0,0.0,0.8132,0.0,1.3991,0.0,0.6379,0.0,0.6755,0,0.0,0,none,0,-0.1716999999999999,0.0502,0.0,-0.1253999999999999,-0.1312999999999999,0.0753,0,0.1865,0.344,0,0,0,0,0,0.397101,0
13862,0,0.7504,0,0.0,0.0,1.2031,0.0,1.4173,0.0,0.6379,0.0,0.6509,0,0.0,0,none,0,0.0181999999999999,0.0052,0.0,0.1898999999999999,0.3321999999999999,0.1905,0,-0.0245999999999999,0.0453,0,0,0,0,0,0.405622,0
13863,0,0.7898,0,0.0,0.0,0.9291,0.0,0.2395,0.0,0.6379,0.0,0.8326,0,0.0,0,none,0,-1.1778,0.3451,0.0,-1.196,0.0393999999999999,0.0225,0,0.1816999999999999,0.3351,0,0,0,0,0,0.416796,0
13864,0,0.6614,0,0.0,0.0,1.0936,0.0,1.7567,0.0,0.0,0.0,1.2566,0,0.0,0,none,0,1.5172,0.4445,0.0,2.695,-0.1283999999999999,0.0736,0,0.4239999999999999,0.7822,0,0,0,0,0,0.416086,0
13865,0,1.1251,0,0.3362,0.0,0.7041,0.0,0.6943,0.0,0.1757,0.0,1.0152,0,0.0,0,none,0,-1.0623999999999998,0.3113,0.0,-2.5796,0.4637,0.266,0,-0.2413999999999998,0.4453,0,0,0,0,0,0.362145,0
13866,0,0.5325,0,0.2128,0.0,1.2058,0.0,0.9095,0.0,0.5468,0.0,0.9759,0,0.0,0,none,0,0.2151999999999999,0.063,0.0,1.2775999999999996,-0.5926,0.3399,0,-0.0393000000000001,0.0724,0,0,0,0,0,0.34126,0
13867,0,0.3025,0,0.8853,0.0,0.3825,0.0,0.6943,0.0,0.5468,0.0,0.6563,0,0.0,0,none,0,-0.2151999999999999,0.063,0.0,-0.4303999999999999,-0.2299999999999999,0.1319,0,-0.3196,0.5896,0,0,0,0,0,0.32776,0
13868,0,0.4035,0,0.0,0.0,0.5093,0.0,1.1924,0.0,0.0,0.0,0.9697,0,0.0,0,none,0,0.4980999999999999,0.1459,0.0,0.7132999999999998,0.101,0.0579,0,0.3134,0.5781,0,0,0,0,0,0.32776,0
13869,0,0.2431,0,0.0,0.0,1.0958,0.0,0.6494,0.0,0.0,0.0,1.2173,0,0.0,0,none,0,-0.5429999999999999,0.159,0.0,-1.0410999999999997,-0.1604,0.092,0,0.2476,0.4567,0,0,0,0,0,0.377623,0
13870,0,0.6535,0,0.0,0.0,0.8517,0.0,0.2699,0.0,0.0,0.0,0.4051,0,0.0,0,none,0,-0.3795,0.1111,0.0,0.1634999999999999,0.4104,0.2354,0,-0.8122,1.4984,0,0,0,0,0,0.367747,0
13871,0,0.6997,0,0.0,0.0,1.2712,0.0,1.0883,0.0,0.0,0.0,0.6641,0,0.0,0,none,0,0.8184,0.2397,0.0,1.1979,0.0462,0.0264,0,0.259,0.4778,0,0,0,0,0,0.4508,1
13872,0,0.701,0,0.0,0.0,1.0568,0.0,0.8375,0.0,0.0,0.0,0.7573,0,0.0,0,none,0,-0.2508,0.0734,0.0,-1.0692,0.0012999999999999,0.0007,0,0.0931999999999999,0.1719,0,0,0,0,0,0.524015,1
13873,0,0.6885,0,0.0,0.0,1.9476,0.0,0.0,0.0,0.0,0.0,0.7421,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.0124999999999999,0.0071,0,-0.0151999999999999,0.028,0,0,0,0,0,0.519536,1
13874,0,0.6711,0,0.0,0.0,1.7422,0.0,2.8288,0.0,0.0,0.0,0.7132,0,0.0,0,none,0,1.9913000000000003,0.5835,0.0,2.2421,-0.0173999999999999,0.0099,0,-0.0289,0.0532,0,0,0,0,0,0.519536,1
13875,0,0.3298,0,0.0,0.0,0.7873,0.0,0.3204,0.0,0.6379,0.0,0.6721,0,0.0,0,none,0,-2.5084,0.735,0.0,-4.499700000000001,-0.3413,0.1957,0,-0.0410999999999999,0.0757,0,0,0,0,0,0.544862,1
13876,0,0.2718,0,0.0,0.0,0.5317,0.0,1.6419,0.0,0.0,0.0,0.8585,0,0.0,0,none,0,1.3215,0.3872,0.0,3.8299,-0.0579999999999999,0.0332,0,0.1864,0.3438,0,0,0,0,0,0.49807,1
13877,0,0.4017,0,0.8853,0.0,0.4408,0.0,1.1707,0.0,0.7291,0.0,0.9031,0,0.0,0,none,0,-0.4711999999999998,0.138,0.0,-1.7926999999999995,0.1299,0.0745,0,0.0445999999999999,0.0822,0,0,0,0,0,0.420082,0
13878,0,4.7905,1,0.8853,0.0,0.0,0.0,1.2963,0.0,0.2732,0.0,1.6735,0,0.25,1,low,0,0.1255999999999999,0.0367,0.0,0.5967999999999998,4.3888,2.5178,1,0.7704,1.4213,0,1,0,0,0,0.425012,0
13879,0,0.8142,0,0.0,0.0,0.4976,0.0,1.9623,0.0,0.0,0.0,0.702,0,0.0,0,none,0,0.6659999999999999,0.1951,0.0,0.5404,-3.9763,2.2812,0,-0.9715,1.7923,0,0,0,0,0,0.425287,0
13880,0,0.5206,0,0.0,0.0,0.9418,0.0,0.9467,0.0,0.0,0.0,0.8803,0,0.0,0,none,0,-1.0156,0.2975,0.0,-1.6816,-0.2936000000000001,0.1684,0,0.1783,0.3289,0,0,0,0,0,0.44144,0
13881,0,0.6818,0,0.0,0.0,0.5181,0.0,1.4279,0.0,0.0,0.0,0.5534,0,0.0,0,none,0,0.4811999999999999,0.1409,0.0,1.4968,0.1612,0.0924,0,-0.3268999999999999,0.603,0,0,0,0,0,0.394374,0
13882,0,0.5586,0,0.0,0.0,1.6737,0.0,1.9485,0.0,0.7291,0.0,0.7995,0,0.0,0,none,0,0.5206,0.1525,0.0,0.0393999999999999,-0.1231999999999999,0.0706,0,0.2460999999999999,0.454,0,0,0,0,0,0.394374,0
13883,0,0.4131,0,0.0,0.0,0.9887,0.0,0.9469,0.0,0.4556,0.0,0.8404,0,0.0,0,none,0,-1.0015999999999998,0.2934,0.0,-1.5221999999999998,-0.1454999999999999,0.0834,0,0.0409,0.0754,0,0,0,0,0,0.363089,0
13884,0,0.5668,0,0.0,0.0,1.0596,0.0,1.0195,0.0,0.3681,0.0,0.2843,0,0.0,0,none,0,0.0726000000000001,0.0212,0.0,1.0741999999999998,0.1536999999999999,0.0881,0,-0.5561,1.0259,0,0,0,0,0,0.328205,0
13885,0,1.1475,0,0.0,0.0,1.2031,0.0,0.7151,0.0,0.9136,0.0,0.6287,0,0.0,0,none,0,-0.3044000000000001,0.0891,0.0,-0.3770000000000002,0.5807,0.3331,0,0.3444,0.6353,0,0,0,0,0,0.328205,0
13886,0,2.3434,0,0.0,0.0,1.2977,0.0,0.6552,0.0,0.5468,0.0,0.8925,0,0.0,0,none,0,-0.0598999999999999,0.0175,0.0,0.2445000000000001,1.1959,0.686,0,0.2637999999999999,0.4866,0,0,0,0,0,0.21224,0
13887,0,0.3789,0,0.0,0.0,0.3812,0.0,0.906,0.0,0.1757,0.0,0.7117,0,0.0,0,none,0,0.2508,0.0734,0.0,0.3107,-1.9645,1.127,0,-0.1807999999999999,0.3335,0,0,0,0,0,0.284479,0
13888,0,2.4168,0,0.3362,0.0,1.3854,0.0,0.6245,0.0,1.2773,0.0,1.49,0,0.0,0,none,0,-0.2815,0.0824,0.0,-0.5323,2.0379,1.1691,0,0.7783,1.4359,0,0,0,0,0,0.317731,0
13889,0,1.3546,0,0.3362,0.0,1.2716,0.0,1.141,0.0,1.0045,0.0,0.9898,0,0.0,0,none,0,0.5165,0.1513,0.0,0.7979999999999999,-1.0621999999999998,0.6093,0,-0.5002,0.9228,0,0,0,0,0,0.345089,0
13890,0,1.3204,0,0.0,0.0,0.6551,0.0,0.2699,0.0,0.2732,0.0,0.5534,0,0.0,0,none,0,-0.8711,0.2552,0.0,-1.3876,-0.0342,0.0196,0,-0.4364,0.8051,0,0,0,0,0,0.367794,0
13891,0,0.3353,0,0.0,0.0,0.6551,0.0,0.5245,0.0,0.6409,0.0,1.0067,0,0.0,0,none,0,0.2546,0.0745,0.0,1.1257,-0.9851,0.5651,0,0.4532999999999999,0.8362,0,0,0,0,0,0.415426,0
13892,0,2.0818,0,0.0,0.0,0.1075,0.0,3.7541,1.0,0.7291,0.0,1.4485,0,0.5,1,low,0,3.2296000000000005,0.9464,0.0,2.9750000000000005,1.7465,1.0019,0,0.4417999999999999,0.815,0,0,0,0,0,0.381648,0
13893,0,1.0071,0,0.0,0.0,0.3812,0.0,1.5205,0.0,0.0,0.0,0.9454,0,0.0,0,none,0,-2.2336,0.6545,0.0,-5.4632000000000005,-1.0746999999999998,0.6165,0,-0.5030999999999999,0.9281,0,0,0,0,0,0.392631,0
13894,0,0.8041,0,0.0,0.0,0.5328,0.0,0.8199,0.0,0.0,0.0,0.9639,0,0.0,0,none,0,-0.7006,0.2052,0.0,1.533,-0.203,0.1164,0,0.0184999999999999,0.034,0,0,0,0,0,0.371447,0
13895,0,0.8746,0,0.0,0.0,1.3401,0.0,0.9696,0.0,1.2773,0.0,1.3657,0,0.0,0,none,0,0.1497,0.0438,0.0,0.8503000000000001,0.0705,0.0404,0,0.4017999999999999,0.7412,0,0,0,0,0,0.396459,0
13896,0,2.9458,0,0.3362,0.0,1.5755,0.0,1.3857,0.0,0.3681,0.0,1.3424,0,0.0,0,none,0,0.4160999999999999,0.1219,0.0,0.2663999999999998,2.0712,1.1882,0,-0.0232999999999998,0.0429,0,0,0,0,0,0.324322,0
13897,0,0.3689,0,0.0,0.0,0.6571,0.0,1.2434,0.0,0.2732,0.0,0.7373,0,0.0,0,none,0,-0.1422999999999998,0.0416,0.0,-0.5583999999999998,-2.5769,1.4783,0,-0.6051000000000001,1.1163,0,0,0,0,0,0.348683,0
13898,0,0.6788,0,0.0,0.0,0.4928,0.0,1.2697,0.0,0.7291,0.0,0.7692,0,0.0,0,none,0,0.0262999999999999,0.0076,0.0,0.1685999999999998,0.3098999999999999,0.1777,0,0.0319,0.0588,0,0,0,0,0,0.331634,0
13899,0,0.8007,0,0.0,0.0,0.3293,0.0,1.6251,0.0,0.4556,0.0,0.7531,0,0.0,0,none,0,0.3553999999999999,0.1041,0.0,0.3290999999999999,0.1219,0.0699,0,-0.0161,0.0296,0,0,0,0,0,0.31597,0
