window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_avg_asymmetry,z_asymmetry_entropy,z_down_up_ratio
14932,0,0.4546,0.2177,0,s6,0.4546,0.0353,0.1633
14933,0,0.6045,0.3944,0,s6,0.5453,0.6045,0.0333
14934,0,0.4025,0.315,0,s6,0.2831,0.4025,0.2593
14935,0,0.6502,0.2567,0,s6,0.1191,0.6502,0.0008
14936,0,0.7111,0.3256,0,s6,0.0373,0.7111,0.2284
14937,0,0.2918,0.197,0,s6,0.1587,0.1405,0.2918
14938,0,0.7622,0.5653,0,s6,0.5444,0.7622,0.3893
14939,0,0.7731,0.5718,0,s6,0.553,0.7731,0.3893
14940,0,0.9541,0.5588,0,s6,0.9541,0.6241,0.0983
14941,0,0.871,0.5862,0,s6,0.871,0.5632,0.3243
14942,0,0.5137,0.3245,0,s6,0.5137,0.4264,0.0333
14943,0,1.8592,0.8738,0,s6,1.8592,0.6655,0.0967
14944,0,2.4687,1.372,0,s6,2.4687,1.5816,0.0658
14945,0,1.7697,0.815,0,s6,1.7697,0.6094,0.0658
14946,0,0.4125,0.3596,0,s6,0.2754,0.4125,0.3909
14947,0,0.6509,0.3751,0,s6,0.185,0.2894,0.6509
14948,0,0.82,0.6075,0,s6,0.82,0.6767,0.3259
14949,0,0.5841,0.2714,0,s6,0.1658,0.5841,0.0642
14950,0,0.4884,0.267,0,s6,0.2331,0.0795,0.4884
14951,0,0.8494,0.4831,0,s6,0.8494,0.339,0.2609
14952,0,0.6378,0.5163,0,s6,0.3577,0.6378,0.5534
14953,0,1.0454,0.9503,0,s6,1.0454,0.8945,0.911
14954,0,0.5702,0.3347,0,s6,0.3357,0.5702,0.0983
14955,0,0.4218,0.241,0,s6,0.0736,0.2275,0.4218
14956,0,1.4156,0.579,0,s6,1.4156,0.1582,0.1633
14957,0,0.8376,0.4156,0,s6,0.3109,0.8376,0.0983
14958,0,0.4552,0.258,0,s6,0.4552,0.0578,0.2609
14959,0,0.9652,0.6298,0,s6,0.9652,0.5998,0.3243
14960,0,0.9032,0.5911,0,s6,0.9032,0.6416,0.2284
14961,0,0.8718,0.4141,0,s6,0.2723,0.8718,0.0983
14962,0,0.9515,0.4708,0,s6,0.9515,0.2975,0.1633
14963,0,0.4465,0.3076,0,s6,0.4465,0.4429,0.0333
14964,0,0.694,0.2726,0,s6,0.0595,0.694,0.0642
14965,0,0.9419,0.4261,0,s6,0.9419,0.2722,0.0642
14966,0,0.2747,0.2019,0,s6,0.1351,0.2747,0.1958
14967,0,0.5169,0.3417,0,s6,0.0524,0.5169,0.4559
14968,0,1.1203,0.5195,0,s6,1.1203,0.405,0.0333
14969,0,0.9612,0.3868,0,s6,0.0033,0.9612,0.1958
14970,0,0.475,0.2912,0,s6,0.3019,0.475,0.0967
14971,0,0.4746,0.2307,0,s6,0.4746,0.0543,0.1633
14972,0,0.3356,0.2224,0,s6,0.3356,0.2674,0.0642
14973,0,0.4234,0.3203,0,s6,0.3743,0.4234,0.1633
14974,0,0.4189,0.2924,0,s6,0.1991,0.4189,0.2593
14975,0,0.919,0.5217,0,s6,0.919,0.5154,0.1308
14976,0,0.5852,0.3856,0,s6,0.2149,0.5852,0.3568
14977,0,0.8119,0.6238,0,s6,0.4411,0.8119,0.6184
14978,0,0.9754,0.4324,0,s6,0.3211,0.9754,0.0008
14979,0,0.6584,0.5529,0,s6,0.6111,0.6584,0.3893
14980,0,0.7681,0.4878,0,s6,0.3059,0.7681,0.3893
14981,0,0.795,0.3486,0,s6,0.1542,0.795,0.0967
14982,0,0.6532,0.4024,0,s6,0.293,0.6532,0.2609
14983,0,0.8706,0.4331,0,s6,0.3303,0.8706,0.0983
14984,0,0.4193,0.2606,0,s6,0.2007,0.4193,0.1617
14985,0,0.8509,0.3977,0,s6,0.3415,0.8509,0.0008
14986,0,0.901,0.3729,0,s6,0.901,0.1518,0.0658
14987,0,0.8088,0.5067,0,s6,0.353,0.8088,0.3584
14988,0,0.8537,0.3996,0,s6,0.8537,0.3117,0.0333
14989,0,0.5616,0.3487,0,s6,0.2235,0.5616,0.2609
14990,0,0.593,0.3157,0,s6,0.593,0.0931,0.2609
14991,0,0.7562,0.6171,0,s6,0.5741,0.7562,0.5209
14992,0,0.7459,0.2941,0,s6,0.1047,0.7459,0.0317
14993,0,1.2274,0.705,0,s6,1.2274,0.7893,0.0983
14994,0,0.4769,0.3119,0,s6,0.328,0.4769,0.1308
14995,0,0.6166,0.3034,0,s6,0.1629,0.6166,0.1308
14996,0,0.4888,0.2486,0,s6,0.4888,0.0937,0.1633
14997,0,1.0666,0.4212,0,s6,1.0666,0.0354,0.1617
14998,0,1.1816,0.5848,0,s6,1.1816,0.0193,0.5534
14999,0,0.7125,0.571,0,s6,0.7125,0.7088,0.2918
15000,0,0.5407,0.3692,0,s6,0.3726,0.5407,0.1942
15001,0,0.5966,0.2946,0,s6,0.5966,0.158,0.1292
15002,0,0.8086,0.4252,0,s6,0.8086,0.1427,0.3243
15003,0,0.6105,0.2633,0,s6,0.1785,0.6105,0.0008
15004,0,0.6855,0.4454,0,s6,0.6855,0.4224,0.2284
15005,0,0.346,0.2933,0,s6,0.242,0.346,0.2918
15006,0,0.3893,0.285,0,s6,0.1785,0.2873,0.3893
15007,0,0.5033,0.4359,0,s6,0.4134,0.5033,0.3909
15008,0,0.9652,0.5076,0,s6,0.9652,0.2008,0.3568
15009,0,0.6164,0.407,0,s6,0.6164,0.4104,0.1942
15010,0,0.5309,0.2944,0,s6,0.5309,0.2865,0.0658
15011,0,0.5332,0.4196,0,s6,0.4989,0.5332,0.2268
15012,0,0.5966,0.3967,0,s6,0.5966,0.3651,0.2284
15013,0,1.1564,0.6134,0,s6,1.1564,0.2944,0.3893
15014,0,0.5197,0.2344,0,s6,0.1827,0.5197,0.0008
15015,0,0.4623,0.3028,0,s6,0.3479,0.4623,0.0983
15016,0,0.8135,0.4453,0,s6,0.2753,0.247,0.8135
15017,0,0.723,0.3395,0,s6,0.1662,0.723,0.1292
15018,0,0.9159,0.6486,0,s6,0.6406,0.9159,0.3893
15019,0,0.7306,0.6076,0,s6,0.7306,0.7028,0.3893
15020,0,0.9225,0.4734,0,s6,0.3684,0.9225,0.1292
15021,0,0.6348,0.5229,0,s6,0.6348,0.5446,0.3893
15022,0,0.6509,0.3868,0,s6,0.1949,0.3146,0.6509
15023,0,0.8044,0.5758,0,s6,0.8044,0.4687,0.4543
15024,0,1.0807,0.6673,0,s6,1.0807,0.4654,0.4559
15025,0,0.7351,0.356,0,s6,0.2671,0.7351,0.0658
15026,0,0.7626,0.4127,0,s6,0.3464,0.7626,0.1292
15027,0,0.4236,0.3305,0,s6,0.4236,0.3395,0.2284
15028,0,0.4372,0.3191,0,s6,0.4372,0.1618,0.3584
15029,0,0.2243,0.1532,0,s6,0.2243,0.137,0.0983
15030,0,0.5018,0.2351,0,s6,0.5018,0.0401,0.1633
15031,0,0.4234,0.3625,0,s6,0.2771,0.3869,0.4234
15032,0,0.7028,0.3163,0,s6,0.1169,0.7028,0.1292
15033,0,0.4975,0.3288,0,s6,0.4975,0.293,0.1958
15034,0,0.9435,0.6881,0,s6,0.3885,0.7324,0.9435
15035,0,1.2757,0.8726,0,s6,1.2757,0.9188,0.4234
15036,0,1.8287,1.117,0,s6,1.8287,1.4239,0.0983
15037,0,0.7148,0.5397,0,s6,0.7148,0.6758,0.2284
15038,0,0.7475,0.4295,0,s6,0.7475,0.02,0.5209
15039,0,0.8362,0.4429,0,s6,0.8362,0.1666,0.3259
15040,0,1.2855,0.5327,0,s6,1.2855,0.2793,0.0333
15041,0,0.4708,0.337,0,s6,0.2792,0.4708,0.2609
15042,0,0.6026,0.3534,0,s6,0.2618,0.6026,0.1958
15043,0,0.8778,0.5078,0,s6,0.3523,0.8778,0.2934
15044,0,0.9576,0.6276,0,s6,0.9576,0.6658,0.2593
15045,0,0.774,0.281,0,s6,0.0032,0.774,0.0658
15046,0,0.7197,0.3616,0,s6,0.7197,0.3318,0.0333
15047,0,0.6167,0.4678,0,s6,0.6167,0.5274,0.2593
15048,0,0.6033,0.3756,0,s6,0.1976,0.6033,0.3259
15049,0,0.839,0.3867,0,s6,0.839,0.3203,0.0008
15050,0,0.7279,0.414,0,s6,0.4158,0.7279,0.0983
15051,0,1.3178,0.618,0,s6,1.3178,0.4071,0.1292
15052,0,0.7396,0.4655,0,s6,0.7396,0.266,0.3909
15053,0,0.7253,0.5104,0,s6,0.7253,0.48,0.3259
15054,0,0.3261,0.2637,0,s6,0.2365,0.3261,0.2284
15055,0,0.6109,0.4026,0,s6,0.6109,0.4678,0.1292
15056,0,1.468,0.6795,0,s6,1.468,0.3097,0.2609
15057,0,0.8118,0.6264,0,s6,0.8118,0.6765,0.3909
15058,0,0.5328,0.4393,0,s6,0.4593,0.5328,0.3259
15059,0,0.7895,0.5063,0,s6,0.371,0.7895,0.3584
15060,0,0.4937,0.4055,0,s6,0.462,0.4937,0.2609
15061,0,0.5534,0.4213,0,s6,0.196,0.5144,0.5534
15062,0,0.8612,0.3732,0,s6,0.225,0.8612,0.0333
15063,0,1.083,0.7296,0,s6,1.083,0.3897,0.716
15064,0,0.7227,0.4084,0,s6,0.4693,0.7227,0.0333
15065,0,1.0608,0.5371,0,s6,1.0608,0.5189,0.0317
15066,0,0.943,0.5245,0,s6,0.943,0.4998,0.1308
15067,0,1.9255,0.8956,0,s6,1.9255,0.0779,0.6835
15068,0,0.7107,0.5355,0,s6,0.375,0.7107,0.5209
15069,0,0.8205,0.6177,0,s6,0.7083,0.8205,0.3243
15070,0,1.0264,0.7678,0,s6,1.0264,0.8861,0.3909
15071,0,0.7485,0.6522,0,s6,0.6545,0.5536,0.7485
15072,0,0.6526,0.6333,0,s6,0.6526,0.6289,0.6184
15073,0,0.5614,0.4443,0,s6,0.5614,0.5446,0.2268
15074,0,0.836,0.4674,0,s6,0.836,0.3703,0.1958
15075,0,1.1361,0.5238,0,s6,1.1361,0.4344,0.0008
15076,0,0.9717,0.5372,0,s6,0.9717,0.5091,0.1308
15077,0,2.4681,0.9329,0,s6,2.4681,0.0046,0.3259
15078,0,0.877,0.3909,0,s6,0.877,0.2624,0.0333
15079,0,1.2949,0.6815,0,s6,1.2949,0.1961,0.5534
15080,0,1.3531,0.831,0,s6,1.0416,1.3531,0.0983
15081,0,0.3909,0.2213,0,s6,0.0049,0.2681,0.3909
15082,0,0.3584,0.2515,0,s6,0.0839,0.3123,0.3584
15083,0,0.6981,0.5255,0,s6,0.6981,0.3574,0.5209
15084,0,0.3683,0.2466,0,s6,0.3683,0.2731,0.0983
15085,0,0.4292,0.2213,0,s6,0.4292,0.0714,0.1633
15086,0,0.5667,0.2976,0,s6,0.0652,0.5667,0.2609
15087,0,0.1862,0.1339,0,s6,0.0521,0.1862,0.1633
15088,0,0.6354,0.3067,0,s6,0.0905,0.6354,0.1942
15089,0,0.7235,0.5582,0,s6,0.7235,0.6267,0.3243
15090,0,1.114,0.4965,0,s6,1.114,0.3096,0.0658
15091,0,0.7776,0.6081,0,s6,0.7776,0.6884,0.3584
15092,0,1.2362,0.5706,0,s6,1.2362,0.4749,0.0008
15093,0,0.8115,0.3735,0,s6,0.2773,0.8115,0.0317
15094,0,0.6768,0.3113,0,s6,0.0939,0.6768,0.1633
15095,0,0.7087,0.4267,0,s6,0.4732,0.7087,0.0983
15096,0,0.7266,0.3464,0,s6,0.1167,0.7266,0.1958
15097,0,0.9605,0.5605,0,s6,0.9605,0.5902,0.1308
15098,0,1.1264,0.5843,0,s6,1.1264,0.3657,0.2609
15099,0,0.9221,0.377,0,s6,0.013,0.9221,0.1958
15100,0,0.9289,0.5202,0,s6,0.631,0.9289,0.0008
15101,0,0.8069,0.5534,0,s6,0.6264,0.8069,0.2268
15102,0,0.6863,0.4852,0,s6,0.4108,0.6863,0.3584
15103,0,0.9097,0.4997,0,s6,0.231,0.9097,0.3584
15104,0,0.6894,0.468,0,s6,0.6504,0.6894,0.0642
15105,0,0.4559,0.2445,0,s6,0.2016,0.076,0.4559
15106,0,0.5542,0.3295,0,s6,0.5542,0.3035,0.1308
15107,0,1.5907,0.9396,0,s6,1.5907,1.1624,0.0658
15108,0,1.3125,0.797,0,s6,1.3125,0.9476,0.1308
15109,0,0.7546,0.4562,0,s6,0.5174,0.7546,0.0967
15110,0,0.7231,0.3928,0,s6,0.357,0.7231,0.0983
15111,0,0.3259,0.3157,0,s6,0.3233,0.2979,0.3259
15112,0,0.858,0.4419,0,s6,0.858,0.3045,0.1633
15113,0,0.5284,0.3468,0,s6,0.2202,0.5284,0.2918
15114,0,0.7036,0.5288,0,s6,0.7036,0.4936,0.3893
15115,0,0.4774,0.1989,0,s6,0.0551,0.4774,0.0642
15116,0,0.5947,0.389,0,s6,0.5947,0.183,0.3893
15117,0,0.3262,0.1929,0,s6,0.1543,0.3262,0.0983
15118,0,0.5843,0.4343,0,s6,0.5569,0.5843,0.1617
15119,0,0.555,0.4318,0,s6,0.5447,0.555,0.1958
15120,0,0.6188,0.4711,0,s6,0.5677,0.6188,0.2268
15121,0,0.3639,0.2897,0,s6,0.3639,0.3436,0.1617
15122,0,0.3909,0.1532,0,s6,0.0157,0.053,0.3909
15123,0,0.8005,0.3673,0,s6,0.8005,0.3007,0.0008
15124,0,0.7332,0.4876,0,s6,0.6962,0.7332,0.0333
15125,0,0.5526,0.3082,0,s6,0.5526,0.3713,0.0008
15126,0,0.5769,0.3537,0,s6,0.2557,0.5769,0.2284
15127,0,0.733,0.4732,0,s6,0.6859,0.733,0.0008
15128,0,0.8153,0.5089,0,s6,0.8153,0.5822,0.1292
15129,0,0.7656,0.3402,0,s6,0.2217,0.7656,0.0333
15130,0,0.3262,0.271,0,s6,0.3235,0.3262,0.1633
15131,0,0.5209,0.2739,0,s6,0.1695,0.1313,0.5209
15132,0,0.8728,0.5597,0,s6,0.8728,0.1879,0.6184
15133,0,1.0435,0.4266,0,s6,1.0435,0.107,0.1292
15134,0,0.4389,0.3103,0,s6,0.1985,0.4389,0.2934
15135,0,1.56,0.9617,0,s6,1.56,0.4792,0.846
15136,0,0.3909,0.3504,0,s6,0.2716,0.3888,0.3909
15137,0,0.6926,0.4164,0,s6,0.6926,0.0683,0.4884
15138,0,0.9648,0.5021,0,s6,0.9648,0.183,0.3584
15139,0,0.561,0.4464,0,s6,0.561,0.4524,0.3259
15140,0,0.6433,0.4792,0,s6,0.6433,0.4683,0.3259
15141,0,0.5325,0.3,0,s6,0.5325,0.0415,0.3259
15142,0,0.4136,0.3967,0,s6,0.4136,0.3856,0.3909
15143,0,0.3649,0.25,0,s6,0.0268,0.3649,0.3584
15144,0,0.523,0.2933,0,s6,0.1953,0.523,0.1617
15145,0,0.3722,0.318,0,s6,0.3722,0.2559,0.3259
15146,0,0.7897,0.4856,0,s6,0.4712,0.7897,0.1958
15147,0,0.8941,0.4009,0,s6,0.2104,0.8941,0.0983
15148,0,0.624,0.4921,0,s6,0.463,0.624,0.3893
15149,0,0.5221,0.3055,0,s6,0.135,0.5221,0.2593
15150,0,0.3732,0.1759,0,s6,0.0561,0.3732,0.0983
15151,0,0.5903,0.3227,0,s6,0.2162,0.5903,0.1617
15152,0,0.7116,0.5642,0,s6,0.7116,0.4602,0.5209
15153,0,0.6527,0.3596,0,s6,0.3295,0.6527,0.0967
15154,0,0.7655,0.3975,0,s6,0.1028,0.7655,0.3243
15155,0,0.774,0.4796,0,s6,0.3063,0.774,0.3584
15156,0,1.4089,0.6611,0,s6,1.4089,0.3786,0.1958
15157,0,0.7543,0.4301,0,s6,0.7543,0.1126,0.4234
15158,0,1.2789,0.559,0,s6,1.2789,0.3338,0.0642
15159,0,0.4218,0.2279,0,s6,0.1838,0.078,0.4218
15160,0,0.8025,0.4267,0,s6,0.8025,0.3793,0.0983
15161,0,0.7102,0.6048,0,s6,0.7102,0.6807,0.4234
15162,0,0.8722,0.3911,0,s6,0.0077,0.8722,0.2934
15163,0,1.1948,0.6266,0,s6,1.1948,0.4583,0.2268
15164,0,0.6884,0.4039,0,s6,0.6884,0.4916,0.0317
15165,0,1.3109,0.7222,0,s6,1.3109,0.4649,0.3909
15166,0,0.6681,0.4875,0,s6,0.6681,0.4701,0.3243
15167,0,1.2228,0.6678,0,s6,1.2228,0.3912,0.3893
15168,0,0.8556,0.313,0,s6,0.0826,0.8556,0.0008
15169,0,0.8387,0.6231,0,s6,0.8387,0.6414,0.3893
15170,0,0.9544,0.6164,0,s6,0.9544,0.5054,0.3893
15171,0,0.5365,0.279,0,s6,0.2672,0.5365,0.0333
15172,0,1.609,0.6864,0,s6,0.0608,1.609,0.3893
15173,0,0.5322,0.4676,0,s6,0.5322,0.5121,0.3584
15174,0,0.6848,0.4323,0,s6,0.6848,0.2227,0.3893
15175,0,0.6782,0.4033,0,s6,0.6782,0.4351,0.0967
15176,0,0.7723,0.4228,0,s6,0.7723,0.2694,0.2268
15177,0,0.6464,0.238,0,s6,0.6464,0.0034,0.0642
15178,0,0.5767,0.2506,0,s6,0.0117,0.5767,0.1633
15179,0,0.8936,0.5677,0,s6,0.6152,0.8936,0.1942
15180,0,1.1581,0.5273,0,s6,0.0005,1.1581,0.4234
15181,0,1.7457,0.7152,0,s6,1.7457,0.3682,0.0317
15182,0,1.024,0.4839,0,s6,1.024,0.2336,0.1942
15183,0,0.6413,0.2624,0,s6,0.0816,0.6413,0.0642
15184,0,0.7734,0.3094,0,s6,0.0891,0.7734,0.0658
15185,0,0.7485,0.3077,0,s6,0.143,0.7485,0.0317
15186,0,0.8079,0.566,0,s6,0.5642,0.8079,0.3259
15187,0,0.9488,0.3588,0,s6,0.0942,0.9488,0.0333
15188,0,0.7683,0.5382,0,s6,0.7683,0.4878,0.3584
15189,0,0.6247,0.4506,0,s6,0.6247,0.4012,0.3259
15190,0,0.8489,0.6225,0,s6,0.7903,0.8489,0.2284
15191,0,0.9255,0.6429,0,s6,0.9255,0.6465,0.3568
15192,0,0.7513,0.5949,0,s6,0.7415,0.7513,0.2918
15193,0,0.5479,0.2193,0,s6,0.0766,0.5479,0.0333
15194,0,0.8744,0.7443,0,s6,0.8744,0.805,0.5534
15195,0,0.8974,0.6451,0,s6,0.8974,0.6486,0.3893
15196,0,0.6883,0.4609,0,s6,0.6287,0.6883,0.0658
15197,0,1.0963,0.9363,0,s6,1.0943,1.0963,0.6184
15198,0,0.4066,0.304,0,s6,0.4066,0.342,0.1633
15199,0,0.2934,0.183,0,s6,0.0161,0.2394,0.2934
15200,0,0.8577,0.4722,0,s6,0.8577,0.3957,0.1633
15201,0,0.8669,0.42,0,s6,0.2313,0.8669,0.1617
15202,0,0.7003,0.4506,0,s6,0.4232,0.7003,0.2284
15203,0,0.4312,0.2118,0,s6,0.0751,0.4312,0.1292
15204,0,0.6131,0.3254,0,s6,0.1022,0.6131,0.2609
15205,0,0.708,0.3019,0,s6,0.1968,0.708,0.0008
15206,0,0.4561,0.2286,0,s6,0.1006,0.4561,0.1292
15207,0,0.5049,0.3323,0,s6,0.3612,0.5049,0.1308
15208,0,0.9074,0.3281,0,s6,0.0435,0.9074,0.0333
15209,0,0.7673,0.4332,0,s6,0.4991,0.7673,0.0333
15210,0,0.9728,0.4747,0,s6,0.9728,0.1579,0.2934
15211,0,1.3532,0.7589,0,s6,1.3532,0.7278,0.1958
15212,0,2.0201,1.0823,0,s6,2.0201,1.1625,0.0642
15213,0,0.3524,0.2136,0,s6,0.3524,0.0927,0.1958
15214,0,0.7753,0.464,0,s6,0.7753,0.4534,0.1633
15215,0,0.6635,0.4005,0,s6,0.4737,0.6635,0.0642
15216,0,0.676,0.3662,0,s6,0.391,0.676,0.0317
15217,0,0.5859,0.3856,0,s6,0.2835,0.2874,0.5859
15218,0,0.6379,0.263,0,s6,0.0204,0.6379,0.1308
15219,0,0.5811,0.3404,0,s6,0.0832,0.5811,0.3568
15220,0,0.545,0.4306,0,s6,0.3901,0.545,0.3568
15221,0,0.395,0.1873,0,s6,0.395,0.0378,0.1292
15222,0,1.179,0.6545,0,s6,1.179,0.3612,0.4234
15223,0,0.5859,0.4968,0,s6,0.375,0.5295,0.5859
15224,0,2.1773,1.064,0,s6,2.1773,0.6564,0.3584
15225,0,1.288,0.5385,0,s6,1.288,0.2292,0.0983
15226,0,0.4403,0.2561,0,s6,0.0347,0.4403,0.2934
15227,0,0.6994,0.3573,0,s6,0.1133,0.6994,0.2593
15228,0,1.0737,0.8105,0,s6,1.0737,0.8368,0.5209
15229,0,0.4884,0.2714,0,s6,0.0521,0.2737,0.4884
15230,0,0.8263,0.4128,0,s6,0.1852,0.8263,0.2268
15231,0,0.5856,0.3518,0,s6,0.3064,0.5856,0.1633
15232,0,0.9146,0.5218,0,s6,0.3573,0.9146,0.2934
15233,0,0.6255,0.3353,0,s6,0.1862,0.6255,0.1942
15234,0,0.9017,0.7556,0,s6,0.9017,0.6167,0.7485
15235,0,0.7638,0.5375,0,s6,0.7638,0.5229,0.3259
15236,0,0.7537,0.4583,0,s6,0.2318,0.7537,0.3893
15237,0,0.7159,0.3452,0,s6,0.0278,0.7159,0.2918
15238,0,0.7349,0.3386,0,s6,0.0852,0.7349,0.1958
15239,0,0.8002,0.6218,0,s6,0.3168,0.8002,0.7485
15240,0,0.7631,0.5028,0,s6,0.5511,0.7631,0.1942
15241,0,0.729,0.5695,0,s6,0.729,0.4912,0.4884
15242,0,0.5767,0.4242,0,s6,0.3065,0.5767,0.3893
15243,0,0.6242,0.417,0,s6,0.4959,0.6242,0.1308
15244,0,0.7707,0.4501,0,s6,0.1236,0.7707,0.4559
15245,0,0.4608,0.3985,0,s6,0.4608,0.2788,0.4559
15246,0,1.2541,0.7446,0,s6,0.4588,1.2541,0.5209
15247,0,0.5541,0.3988,0,s6,0.1863,0.5541,0.4559
15248,0,0.7839,0.4244,0,s6,0.1308,0.7839,0.3584
15249,0,0.7622,0.3963,0,s6,0.3949,0.7622,0.0317
15250,0,0.7202,0.4138,0,s6,0.0652,0.7202,0.4559
15251,0,0.8764,0.5678,0,s6,0.6312,0.8764,0.1958
15252,0,1.1632,0.6279,0,s6,1.1632,0.5913,0.1292
15253,0,0.5864,0.4356,0,s6,0.5245,0.5864,0.1958
15254,0,0.4559,0.2158,0,s6,0.0315,0.1601,0.4559
15255,0,0.6835,0.4359,0,s6,0.6232,0.0009,0.6835
15256,0,0.9985,0.6268,0,s6,0.9985,0.5886,0.2934
15257,0,1.4792,0.5517,0,s6,1.4792,0.0127,0.1633
15258,0,0.8143,0.3436,0,s6,0.8143,0.0873,0.1292
15259,0,1.4586,0.5524,0,s6,1.4586,0.0369,0.1617
15260,0,1.1417,0.4466,0,s6,1.1417,0.004,0.1942
15261,0,1.4318,0.8503,0,s6,1.4318,0.7949,0.3243
15262,0,1.1446,0.5522,0,s6,1.1446,0.4788,0.0333
15263,0,0.7061,0.5111,0,s6,0.6655,0.7061,0.1617
15264,0,0.579,0.3511,0,s6,0.579,0.1826,0.2918
15265,0,0.822,0.481,0,s6,0.822,0.2316,0.3893
15266,0,0.8618,0.5138,0,s6,0.8618,0.2904,0.3893
15267,0,0.6644,0.2749,0,s6,0.0944,0.6644,0.0658
15268,0,0.4803,0.2939,0,s6,0.2381,0.4803,0.1633
15269,0,0.2787,0.1724,0,s6,0.2787,0.1419,0.0967
15270,0,0.6882,0.3002,0,s6,0.1466,0.6882,0.0658
15271,0,0.4756,0.2182,0,s6,0.1147,0.4756,0.0642
15272,0,0.8212,0.4143,0,s6,0.226,0.8212,0.1958
15273,0,0.9216,0.6756,0,s6,0.9216,0.7159,0.3893
15274,0,1.2084,0.4919,0,s6,1.2084,0.1057,0.1617
15275,0,0.2346,0.1384,0,s6,0.2346,0.0497,0.1308
15276,0,0.2268,0.1597,0,s6,0.1906,0.0616,0.2268
15277,0,1.1365,0.5298,0,s6,1.1365,0.2897,0.1633
15278,0,0.6998,0.4219,0,s6,0.6998,0.0776,0.4884
15279,0,0.5208,0.389,0,s6,0.5208,0.4828,0.1633
15280,0,0.8612,0.4131,0,s6,0.0864,0.8612,0.2918
15281,0,0.8441,0.3359,0,s6,0.1318,0.8441,0.0317
15282,0,0.5872,0.286,0,s6,0.2066,0.5872,0.0642
15283,0,1.1668,0.6634,0,s6,1.1668,0.6941,0.1292
15284,0,0.7904,0.5246,0,s6,0.2624,0.7904,0.5209
15285,0,1.042,0.6415,0,s6,1.042,0.5566,0.3259
15286,0,0.7302,0.5821,0,s6,0.6267,0.7302,0.3893
15287,0,0.4851,0.23,0,s6,0.0417,0.4851,0.1633
15288,0,0.7652,0.4865,0,s6,0.7652,0.6284,0.0658
15289,0,0.7422,0.4179,0,s6,0.3498,0.7422,0.1617
15290,0,0.447,0.2835,0,s6,0.1442,0.447,0.2593
15291,0,0.8383,0.4566,0,s6,0.108,0.8383,0.4234
15292,0,1.2895,0.5563,0,s6,1.2895,0.3478,0.0317
15293,0,0.6332,0.4887,0,s6,0.4746,0.6332,0.3584
15294,0,0.6937,0.4045,0,s6,0.1956,0.6937,0.3243
15295,0,0.6278,0.2713,0,s6,0.1203,0.6278,0.0658
15296,0,0.6583,0.4204,0,s6,0.537,0.6583,0.0658
15297,0,0.4887,0.1772,0,s6,0.0422,0.4887,0.0008
15298,0,0.4749,0.2814,0,s6,0.0109,0.4749,0.3584
15299,0,0.9245,0.4325,0,s6,0.0147,0.9245,0.3584
15300,0,0.5841,0.3227,0,s6,0.0921,0.5841,0.2918
15301,0,0.6794,0.3563,0,s6,0.6794,0.031,0.3584
15302,0,0.5817,0.3831,0,s6,0.5817,0.3392,0.2284
15303,0,0.7485,0.5014,0,s6,0.4533,0.3023,0.7485
15304,0,0.6184,0.4614,0,s6,0.5346,0.2312,0.6184
15305,0,0.2284,0.1854,0,s6,0.1549,0.173,0.2284
15306,0,2.2492,1.2366,0,s6,2.2492,1.3639,0.0967
15307,0,0.6812,0.43,0,s6,0.5755,0.6812,0.0333
15308,0,0.7042,0.3412,0,s6,0.1237,0.7042,0.1958
15309,0,0.7828,0.3718,0,s6,0.236,0.7828,0.0967
15310,0,1.0799,0.6413,0,s6,1.0799,0.8431,0.0008
15311,0,0.6399,0.5587,0,s6,0.5152,0.6399,0.5209
15312,0,0.8859,0.4769,0,s6,0.8859,0.4807,0.0642
15313,0,0.6882,0.3373,0,s6,0.6882,0.2919,0.0317
15314,0,1.5879,0.9573,0,s6,1.5879,0.7956,0.4884
15315,0,1.384,0.6512,0,s6,1.384,0.4713,0.0983
15316,0,0.4234,0.3581,0,s6,0.2286,0.4224,0.4234
15317,0,0.9211,0.696,0,s6,0.9211,0.6136,0.5534
15318,0,0.5209,0.1955,0,s6,0.0417,0.024,0.5209
15319,0,0.6907,0.435,0,s6,0.5502,0.6907,0.0642
15320,0,0.4234,0.2006,0,s6,0.0502,0.1281,0.4234
15321,0,0.7204,0.4028,0,s6,0.2596,0.7204,0.2284
15322,0,1.6679,0.6783,0,s6,1.6679,0.1076,0.2593
15323,0,0.5315,0.2795,0,s6,0.2427,0.5315,0.0642
15324,0,0.9178,0.6496,0,s6,0.9178,0.5425,0.4884
15325,0,1.0576,0.5764,0,s6,1.0576,0.3456,0.3259
15326,0,0.6884,0.4262,0,s6,0.4268,0.6884,0.1633
15327,0,0.4868,0.2065,0,s6,0.003,0.1297,0.4868
15328,0,4.0626,1.7715,1,s6,0.8668,0.3851,4.0626
15329,0,0.7713,0.2874,0,s6,0.0268,0.7713,0.0642
15330,0,0.9068,0.3608,0,s6,0.0772,0.9068,0.0983
15331,0,0.5314,0.2877,0,s6,0.2658,0.5314,0.0658
15332,0,0.7405,0.2816,0,s6,0.7405,0.0725,0.0317
15333,0,0.6888,0.2717,0,s6,0.0946,0.6888,0.0317
15334,0,0.8197,0.5212,0,s6,0.8197,0.4197,0.3243
