window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,iforest_score,iforest_pred,pred_fusion2,pred_fusion3,pred_fusion1
17566,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17567,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17568,1,1.0597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17569,1,0.6936,0,0.0,0.0,1.0661,0.0,0.6943,0.0,2.6521,0.0,1.5196,0,0.0,0,none,0,-0.02413493757871632,0,0,0,0
17570,1,1.0498,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03621828244338321,0,0,0,0
17571,1,1.0467,0,0.8853,0.0,1.3401,0.0,1.9485,0.0,0.0,0.0,2.5054,0,0.0,0,none,0,-0.010131618875674264,0,0,0,0
17572,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17573,1,1.0457,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.037002508373427834,0,0,0,0
17574,1,1.0607,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17575,1,1.0602,0,0.8853,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17576,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17577,1,1.0602,0,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17578,1,1.0597,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.022323060325705635,0,0,0,0
17579,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17580,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17581,1,1.0597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17582,1,1.052,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03527708600249646,0,0,0,0
17583,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17584,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17585,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17586,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17587,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4798,1.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17588,1,1.0607,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17589,1,0.6916,0,0.0,0.0,0.0,0.0,0.6094,0.0,0.0,0.0,2.3205,0,0.0,0,none,0,0.030601741472547184,1,0,0,0
17590,1,0.7679,0,0.0,0.0,0.6551,0.0,1.2037,0.0,0.0,0.0,1.3577,0,0.0,0,none,0,-0.035029556823698293,0,0,0,0
17591,1,1.0438,0,0.0,0.0,1.3401,0.0,0.0,0.0,5.4798,1.0,2.5054,0,0.0,0,none,0,-0.023065470154379986,0,0,0,0
17592,1,1.0396,0,0.0,0.0,1.3401,0.0,0.0,0.0,0.0,0.0,2.5054,0,0.0,0,none,0,-0.019097591469940556,0,0,0,0
17593,1,1.0607,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17594,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17595,1,1.0602,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17596,1,1.0593,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022323060325705635,0,0,0,0
17597,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17598,1,1.0607,0,0.0,0.0,2.0178,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17599,1,1.0462,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.037002508373427834,0,0,0,0
17600,1,1.0597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17601,1,1.0607,0,0.0,0.0,0.0,0.0,1.4583,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.012188394145181025,0,0,0,0
17602,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17603,1,1.049,0,0.0,0.0,2.0178,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.02666109889436241,0,0,0,0
17604,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17605,1,1.0602,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17606,1,1.0465,0,0.0,0.0,2.0178,0.0,1.9485,0.0,5.4798,1.0,2.5054,0,0.0,0,none,0,-0.010131618875674264,0,0,0,0
17607,1,1.0333,0,0.0,0.0,1.3401,0.0,0.0,0.0,0.0,0.0,2.5054,0,0.0,0,none,0,-0.017775910675064566,0,0,0,0
17608,1,1.0523,0,0.0,0.0,2.0178,0.0,1.9485,0.0,0.0,0.0,2.5054,0,0.0,0,none,0,-0.009167455585385564,0,0,0,0
17609,1,1.0522,0,0.8853,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03527708600249646,0,0,0,0
17610,1,0.3801,0,0.0,0.0,0.0,0.0,1.3636,0.0,0.0,0.0,1.8333,0,0.0,0,none,0,0.016816184075595986,1,0,0,0
17611,1,0.7094,0,0.0,0.0,0.7252,0.0,4.6801,1.0,0.0,0.0,1.6123,0,0.5,1,low,0,0.10761040413388179,1,0,0,1
17612,1,1.0245,0,0.0,0.0,1.2716,0.0,0.0,0.0,0.0,0.0,2.3418,0,0.0,0,none,0,-0.004206588460028249,0,0,0,0
17613,1,1.0369,0,0.8853,0.0,1.3401,0.0,0.0,0.0,0.7291,0.0,2.3884,0,0.0,0,none,0,-0.007274862274494198,0,0,0,0
17614,1,1.0218,0,0.0,0.0,1.2716,0.0,0.0,0.0,0.7291,0.0,2.1789,0,0.0,0,none,0,0.008432968542748553,1,0,0,0
17615,1,1.0304,0,0.0,0.0,1.2031,0.0,0.0,0.0,0.7291,0.0,2.1789,0,0.0,0,none,0,0.006848354386869149,1,0,0,0
17616,1,1.0226,0,0.0,0.0,1.2716,0.0,1.9485,0.0,0.0,0.0,2.1789,0,0.0,0,none,0,0.01104715808336848,1,0,0,0
17617,1,0.8767,0,0.8853,0.0,1.3401,0.0,0.0,0.0,0.7291,0.0,2.0778,0,0.0,0,none,0,0.02133105365140392,1,0,0,0
17618,1,1.0476,0,0.0,0.0,2.0178,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.025884062693162957,0,0,0,0
17619,1,1.0356,0,0.0,0.0,1.3401,0.0,0.0,0.0,0.0,0.0,2.5054,0,0.0,0,none,0,-0.017775910675064566,0,0,0,0
17620,1,1.0217,0,0.8853,0.0,1.2716,0.0,0.0,0.0,2.6521,0.0,2.2255,0,0.0,0,none,0,0.004915098709938059,1,0,0,0
17621,1,1.0337,0,0.0,0.0,1.3401,0.0,1.9485,0.0,0.7291,0.0,2.2255,0,0.0,0,none,0,0.005644336596825228,1,0,0,0
17622,1,0.9908,0,0.0,0.0,1.2716,0.0,0.0,0.0,2.6521,0.0,2.1789,0,0.0,0,none,0,0.010749502072328831,1,0,0,0
17623,1,1.0118,0,0.0,0.0,1.2031,0.0,0.0,0.0,0.0,0.0,2.2898,0,0.0,0,none,0,0.002922616264629363,1,0,0,0
17624,1,1.0456,0,0.0,0.0,2.0178,0.0,1.4583,0.0,2.6521,0.0,2.5054,0,0.0,0,none,0,0.0007684364020110745,1,0,0,0
17625,1,0.8113,0,0.0,0.0,1.2716,0.0,1.9485,0.0,0.7291,0.0,2.1625,0,0.0,0,none,0,0.02222764065941496,1,0,0,0
17626,1,1.0512,0,0.8853,0.0,2.0178,0.0,0.0,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.035951958001003426,0,0,0,0
17627,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17628,1,1.0394,0,0.0,0.0,1.3401,0.0,1.9485,0.0,0.7291,0.0,2.5054,0,0.0,0,none,0,-0.008310576242556988,0,0,0,0
17629,1,1.0443,0,0.0,0.0,2.0178,0.0,1.9485,0.0,0.7291,0.0,2.5054,0,0.0,0,none,0,-0.010414929822502417,0,0,0,0
17630,1,1.0524,0,0.0,0.0,2.0178,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.02647281326890355,0,0,0,0
17631,1,1.0281,0,0.0,0.0,1.2716,0.0,0.0,0.0,8.3075,1.0,2.1789,0,0.0,0,none,0,0.006848354386869149,1,0,0,0
17632,1,0.9708,0,0.0,0.0,1.3401,0.0,1.2037,0.0,0.7291,0.0,1.936,0,0.0,0,none,0,0.003732541595643901,1,0,0,0
17633,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17634,1,1.0597,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17635,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17636,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17637,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17638,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17639,1,1.0602,0,0.8853,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17640,1,1.0607,0,0.0,0.0,0.0,0.0,1.4583,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.012188394145181025,0,0,0,0
17641,1,1.0597,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4798,1.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17642,1,1.0607,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17643,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17644,1,1.0602,0,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17645,1,1.0597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17646,1,1.0607,0,0.0,0.0,0.0,0.0,1.4583,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.012188394145181025,0,0,0,0
17647,1,1.0597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17648,1,1.0607,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17649,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17650,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17651,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17652,1,1.0593,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.024661293996440403,0,0,0,0
17653,1,1.0597,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022323060325705635,0,0,0,0
17654,1,1.0593,0,0.0,0.0,0.0,0.0,1.3734,0.0,5.4798,1.0,2.6697,0,0.0,0,none,0,-0.012357939501050519,0,0,0,0
17655,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17656,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17657,1,1.0578,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.6379,0.0,2.552,0,0.0,0,none,0,-0.017355165473843637,0,0,0,0
17658,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17659,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17660,1,1.0597,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.022323060325705635,0,0,0,0
17661,1,1.0607,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17662,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17663,1,1.0602,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17664,1,1.0607,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17665,1,1.0593,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.7291,0.0,2.6697,0,0.0,0,none,0,-0.024661293996440403,0,0,0,0
17666,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17667,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17668,1,1.0588,0,0.8853,0.0,2.0178,0.0,1.9485,0.0,0.6379,0.0,2.4527,0,0.0,0,none,0,-0.005850745585915529,0,0,0,0
17669,1,1.0583,0,0.8853,0.0,0.0,0.0,1.9485,0.0,0.7291,0.0,2.6697,0,0.0,0,none,0,-0.025299870181349826,0,0,0,0
17670,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17671,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17672,1,1.0512,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.4181,0,0.0,0,none,0,-0.00042168749445781195,0,0,0,0
17673,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17674,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17675,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17676,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17677,1,1.0607,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17678,1,1.0593,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024661293996440403,0,0,0,0
17679,1,1.0602,0,0.0,0.0,2.0178,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17680,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17681,1,1.0597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17682,1,1.0588,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.024661293996440403,0,0,0,0
17683,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17684,1,1.0607,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17685,1,1.0612,0,0.8853,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.552,0,0.0,0,none,0,-0.01676187268781404,0,0,0,0
17686,1,1.0602,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17687,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17688,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17689,1,1.0597,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17690,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17691,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17692,1,1.229,0,0.8853,0.0,2.0178,0.0,1.1276,0.0,0.2772,0.0,0.7527,0,0.0,0,none,0,-0.037060369509070934,0,0,0,0
17693,1,1.048,0,0.0,0.0,1.2716,0.0,1.9485,0.0,2.6521,0.0,2.3655,0,0.0,0,none,0,-0.001997107854366964,0,0,0,0
17694,1,1.056,0,0.0,0.0,2.0178,0.0,0.0,0.0,2.6521,0.0,2.6697,0,0.0,0,none,0,-0.0348774930811373,0,0,0,0
17695,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17696,1,1.0523,0,0.0,0.0,1.3401,0.0,1.9485,0.0,0.0,0.0,2.4527,0,0.0,0,none,0,-0.00674731879919066,0,0,0,0
17697,1,1.0409,0,0.0,0.0,1.2716,0.0,1.9485,0.0,2.6521,0.0,2.3884,0,0.0,0,none,0,-0.002504704109059397,0,0,0,0
17698,1,1.0426,0,0.0,0.0,1.3401,0.0,0.0,0.0,0.0,0.0,2.5054,0,0.0,0,none,0,-0.023065470154379986,0,0,0,0
17699,1,1.0473,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.037267644993091764,0,0,0,0
17700,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17701,1,1.056,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.0348774930811373,0,0,0,0
17702,1,1.0475,0,0.8853,0.0,1.2716,0.0,1.9485,0.0,0.0,0.0,2.4527,0,0.0,0,none,0,-0.007519889094702359,0,0,0,0
17703,1,1.0455,0,0.0,0.0,0.0,0.0,1.9485,0.0,5.4798,1.0,2.5054,0,0.0,0,none,0,-0.010131618875674264,0,0,0,0
17704,1,1.0597,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17705,1,1.0518,0,0.0,0.0,1.3401,0.0,0.0,0.0,0.0,0.0,2.552,0,0.0,0,none,0,-0.027653822342677215,0,0,0,0
17706,1,1.056,0,0.0,0.0,2.0178,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.0348774930811373,0,0,0,0
17707,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17708,1,1.0514,0,0.0,0.0,2.0178,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.02647281326890355,0,0,0,0
17709,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17710,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17711,1,1.0602,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17712,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17713,1,1.0607,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17714,1,1.0607,0,0.8853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17715,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17716,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17717,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17718,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17719,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,5.4798,1.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17720,1,1.0607,0,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17721,1,1.0602,0,0.8853,0.0,0.0,0.0,1.9485,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17722,1,1.0607,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17723,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17724,1,1.0607,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
17725,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17726,1,1.0597,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17727,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17728,1,1.0597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.040145622972513784,0,0,0,0
17729,1,1.0602,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.022144830948100158,0,0,0,0
17730,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17731,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6521,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17732,1,1.0403,0,0.0,0.0,2.0178,0.0,1.2037,0.0,0.0,0.0,2.2033,0,0.0,0,none,0,0.01304181397095322,1,0,0,0
17733,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17734,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17735,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17736,1,1.0602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347,0,0.0,0,none,0,-0.041980330740348015,0,0,0,0
17737,1,1.0607,0,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.03378144083526696,0,0,0,0
17738,1,1.0607,0,0.0,0.0,0.0,0.0,1.9485,0.0,0.0,0.0,2.6697,0,0.0,0,none,0,-0.024484089345155002,0,0,0,0
