window,label,maxz_s1,anom_s1,maxz_s2,anom_s2,maxz_s3,anom_s3,maxz_s4,anom_s4,maxz_s5,anom_s5,maxz_s6,anom_s6,confidence,flag_count,alert_level,alert_binary,velocity_s4,vel_zscore_s4,vel_alert_s4,accel_s4,velocity_s1,vel_zscore_s1,vel_alert_s1,velocity_s6,vel_zscore_s6,vel_alert_s6,vel_flag_count,enhanced_alert,velocity_only_alert,orig_fusion2
14075,0,0.6143,0,0.0,0.0,0.5778,0.0,1.1739,0.0,0.5468,0.0,0.7887,0,0.0,0,none,0,0.7259,0.2126,0.0,1.3967,0.3273,0.1877,0,-0.45640000000000014,0.842,0,0,0,0,0
14076,0,0.6944,0,0.0,0.0,0.9291,0.0,1.9372,0.0,0.0,0.0,0.7461,0,0.0,0,none,0,0.7633000000000001,0.2236,0.0,0.0374000000000001,0.08010000000000006,0.0459,0,-0.04259999999999997,0.0785,0,0,0,0,0
14077,0,0.5947,0,0.0,0.0,1.8792,0.0,0.0,0.0,0.7291,0.0,1.0566,0,0.0,0,none,0,0.0,0.0,0.0,0.0,-0.09970000000000001,0.0571,0,0.3105,0.5728,0,0,0,0,0
14078,0,1.2483,0,0.0,0.0,0.839,0.0,1.8629,0.0,0.7291,0.0,0.7264,0,0.0,0,none,0,-0.07430000000000003,0.0217,0.0,-0.8376000000000001,0.6536,0.3749,0,-0.33019999999999994,0.6091,0,0,0,0,0
14079,0,0.4264,0,0.0,0.0,1.1307,0.0,0.7792,0.0,0.1757,0.0,0.4704,0,0.0,0,none,0,-1.0836999999999999,0.3175,0.0,-1.0093999999999999,-0.8219,0.4715,0,-0.25600000000000006,0.4722,0,0,0,0,0
14080,0,0.2135,0,0.0,0.0,1.3187,0.0,0.5222,0.0,0.1863,0.0,0.3584,0,0.0,0,none,0,-0.257,0.0752,0.0,0.8266999999999999,-0.2129,0.1221,0,-0.11199999999999999,0.2065,0,0,0,0,0
14081,0,0.3718,0,0.0,0.0,0.5181,0.0,0.8337,0.0,0.3644,0.0,0.4884,0,0.0,0,none,0,0.3115,0.0912,0.0,0.5685,0.15830000000000002,0.0907,0,0.13,0.2398,0,0,0,0,0
14082,0,0.2349,0,0.0,0.0,1.6706,0.0,0.3544,0.0,0.5468,0.0,1.0453,0,0.0,0,none,0,-0.4793,0.1404,0.0,-0.7908,-0.13690000000000002,0.0785,0,0.5569,1.0274,0,0,0,0,0
14083,0,0.2681,0,0.0,0.0,0.2896,0.0,0.8047,0.0,0.1757,0.0,0.7904,0,0.0,0,none,0,0.4503,0.1319,0.0,0.9296,0.03320000000000001,0.019,0,-0.2548999999999999,0.4702,0,0,0,0,0
14084,0,0.6223,0,0.0,0.0,0.2497,0.0,0.9707,0.0,0.6379,0.0,1.0605,0,0.0,0,none,0,0.16600000000000004,0.0486,0.0,-0.28429999999999994,0.35419999999999996,0.2031,0,0.2701,0.4982,0,0,0,0,0
14085,0,0.8309,0,0.0,0.0,0.7488,0.0,0.579,0.0,0.5468,0.0,1.1852,0,0.0,0,none,0,-0.39170000000000005,0.1147,0.0,-0.5577000000000001,0.2086,0.1196,0,0.12470000000000003,0.23,0,0,0,0,0
14086,0,0.6582,0,0.0,0.0,0.3909,0.0,0.5344,0.0,0.5468,0.0,0.6549,0,0.0,0,none,0,-0.04459999999999997,0.013,0.0,0.3471000000000001,-0.17269999999999996,0.099,0,-0.5303,0.9783,0,0,0,0,0
14087,0,0.3156,0,0.0,0.0,0.5181,0.0,0.8828,0.0,0.1757,0.0,0.4956,0,0.0,0,none,0,0.34840000000000004,0.102,0.0,0.393,-0.3426,0.1965,0,-0.15930000000000005,0.2938,0,0,0,0,0
14088,0,0.6616,0,0.0,0.0,0.5866,0.0,1.3788,0.0,0.182,0.0,1.0527,0,0.0,0,none,0,0.496,0.1453,0.0,0.14759999999999995,0.346,0.1984,0,0.5570999999999999,1.0278,0,0,0,0,0
14089,0,0.6221,0,0.0,0.0,0.2947,0.0,0.3243,0.0,0.2732,0.0,0.8313,0,0.0,0,none,0,-1.0545,0.3089,0.0,-1.5505,-0.03949999999999998,0.0226,0,-0.22139999999999993,0.4084,0,0,0,0,0
14090,0,0.6094,0,0.0,0.0,0.8967,0.0,0.8127,0.0,0.2732,0.0,0.8606,0,0.0,0,none,0,0.4884,0.143,0.0,1.5429,-0.012699999999999934,0.0072,0,0.029299999999999993,0.054,0,0,0,0,0
14091,0,0.6105,0,0.0,0.0,0.7251,0.0,0.7388,0.0,0.4556,0.0,0.6013,0,0.0,0,none,0,-0.07389999999999997,0.0216,0.0,-0.5623,0.0010999999999999899,0.0006,0,-0.2593000000000001,0.4783,0,0,0,0,0
14092,0,0.5959,0,0.0,0.0,1.1725,0.0,0.9416,0.0,0.1757,0.0,0.3906,0,0.0,0,none,0,0.20279999999999998,0.0593,0.0,0.27669999999999995,-0.014600000000000057,0.0083,0,-0.21069999999999994,0.3886,0,0,0,0,0
14093,0,0.6263,0,0.0,0.0,0.3698,0.0,1.0481,0.0,0.4556,0.0,0.6509,0,0.0,0,none,0,0.10650000000000004,0.0311,0.0,-0.09629999999999994,0.030399999999999983,0.0174,0,0.26030000000000003,0.4802,0,0,0,0,0
14094,0,0.557,0,0.0,0.0,0.6079,0.0,0.7458,0.0,0.4556,0.0,0.5732,0,0.0,0,none,0,-0.3023,0.0885,0.0,-0.40880000000000005,-0.06929999999999992,0.0397,0,-0.07769999999999999,0.1433,0,0,0,0,0
14095,0,0.653,0,0.0,0.0,0.6878,0.0,0.8337,0.0,0.4556,0.0,0.9544,0,0.0,0,none,0,0.08789999999999998,0.0257,0.0,0.3902,0.09599999999999997,0.055,0,0.3812,0.7032,0,0,0,0,0
14096,0,0.5048,0,0.0,0.0,0.9724,0.0,1.2043,0.0,0.0,0.0,0.7466,0,0.0,0,none,0,0.37059999999999993,0.1085,0.0,0.28269999999999995,-0.1482,0.085,0,-0.20779999999999998,0.3833,0,0,0,0,0
14097,0,0.6554,0,0.0,0.0,0.5093,0.0,0.6677,0.0,0.5468,0.0,0.6675,0,0.0,0,none,0,-0.5366,0.1572,0.0,-0.9071999999999999,0.15059999999999996,0.0863,0,-0.07910000000000006,0.1458,0,0,0,0,0
14098,0,0.4232,0,0.0,0.0,0.3883,0.0,0.5857,0.0,0.182,0.0,0.543,0,0.0,0,none,0,-0.08199999999999996,0.0239,0.0,0.4546,-0.23219999999999996,0.1331,0,-0.12449999999999994,0.2296,0,0,0,0,0
14099,0,0.5752,0,0.0,0.0,0.9291,0.0,1.4906,0.0,0.1757,0.0,0.5911,0,0.0,0,none,0,0.9048999999999999,0.2651,0.0,0.9868999999999999,0.15200000000000002,0.0871,0,0.04809999999999992,0.0887,0,0,0,0,0
14100,0,0.2754,0,0.2128,0.0,0.7236,0.0,0.6639,0.0,0.1757,0.0,0.6026,0,0.0,0,none,0,-0.8266999999999999,0.2422,0.0,-1.7315999999999998,-0.29980000000000007,0.1719,0,0.011500000000000066,0.0211,0,0,0,0,0
14101,0,0.4387,0,0.8853,0.0,0.8606,0.0,0.5632,0.0,0.1863,0.0,0.5723,0,0.0,0,none,0,-0.10070000000000001,0.0294,0.0,0.7259999999999999,0.1633,0.0936,0,-0.030299999999999994,0.0558,0,0,0,0,0
14102,0,0.8385,0,0.0,0.0,0.9291,0.0,1.0815,0.0,1.9152,0.0,1.6476,0,0.0,0,none,0,0.5182999999999999,0.1518,0.0,0.6189999999999999,0.39980000000000004,0.2293,0,1.0753,1.9838,0,0,0,0,0
14103,0,0.3655,0,0.0,0.0,1.3401,0.0,1.6826,0.0,0.1757,0.0,1.0823,0,0.0,0,none,0,0.6011000000000002,0.1761,0.0,0.08280000000000032,-0.47300000000000003,0.2713,0,-0.5652999999999999,1.0429,0,0,0,0,0
14104,0,0.3417,0,0.0,0.0,0.4497,0.0,0.7488,0.0,0.3644,0.0,0.8285,0,0.0,0,none,0,-0.9338000000000001,0.2736,0.0,-1.5349000000000004,-0.023799999999999988,0.0136,0,-0.2538,0.4682,0,0,0,0,0
14105,0,3.706,1,0.0,0.0,0.0,0.0,3.4063,1.0,0.0,0.0,0.4568,0,0.75,2,medium,1,2.6574999999999998,0.7787,0.0,3.5913,3.3643,1.9301,0,-0.37170000000000003,0.6857,0,0,1,0,1
14106,0,0.6654,0,0.0,0.0,1.3312,0.0,2.9443,0.0,0.0,0.0,0.5495,0,0.0,0,none,0,-0.46199999999999974,0.1353,0.0,-3.1194999999999995,-3.0406,1.7443,0,0.0927,0.1709,0,0,0,0,0
14107,0,0.6166,0,0.0,0.0,1.7422,0.0,1.4583,0.0,0.7291,0.0,0.4136,0,0.0,0,none,0,-1.4860000000000002,0.4354,0.0,-1.0240000000000005,-0.048799999999999955,0.0279,0,-0.13589999999999997,0.2506,0,0,0,0,0
14108,0,0.866,0,0.0,0.0,1.1346,0.0,1.9372,0.0,0.7291,0.0,0.6815,0,0.0,0,none,0,0.4789000000000001,0.1403,0.0,1.9649000000000003,0.24939999999999996,0.143,0,0.26789999999999997,0.4942,0,0,0,0,0
14109,0,0.5785,0,0.0,0.0,1.6737,0.0,1.3734,0.0,0.6379,0.0,0.6255,0,0.0,0,none,0,-0.5638000000000001,0.1651,0.0,-1.0427000000000002,-0.2875,0.1649,0,-0.05600000000000005,0.1032,0,0,0,0,0
14110,0,0.6109,0,0.8853,0.0,1.6956,0.0,0.7051,0.0,0.6379,0.0,0.4936,0,0.0,0,none,0,-0.6683,0.1958,0.0,-0.10449999999999993,0.032399999999999984,0.0185,0,-0.13189999999999996,0.2433,0,0,0,0,0
14111,0,4.4116,1,0.0,0.0,1.406,0.0,0.6355,0.0,0.6379,0.0,0.3638,0,0.25,1,low,0,-0.0696,0.0203,0.0,0.5987,3.8007,2.1804,0,-0.12979999999999997,0.2394,0,0,0,0,0
14112,0,0.684,0,0.0,0.0,0.6307,0.0,0.4941,0.0,0.5468,0.0,0.8201,0,0.0,0,none,0,-0.14139999999999997,0.0413,0.0,-0.07179999999999997,-3.7276,2.1385,0,0.45630000000000004,0.8418,0,0,0,0,0
14113,0,0.3201,0,0.8853,0.0,1.1375,0.0,0.4405,0.0,0.3644,0.0,0.5777,0,0.0,0,none,0,-0.05359999999999998,0.0156,0.0,0.08779999999999999,-0.36390000000000006,0.2087,0,-0.24240000000000006,0.4471,0,0,0,0,0
14114,0,0.5031,0,0.0,0.0,0.0,0.0,2.5315,0.0,0.0,0.0,1.1432,0,0.0,0,none,0,2.0909999999999997,0.6127,0.0,2.1445999999999996,0.183,0.1049,0,0.5655,1.0433,0,0,0,0,0
14115,0,0.6278,0,0.0,0.0,0.8517,0.0,2.1238,0.0,0.5468,0.0,0.6594,0,0.0,0,none,0,-0.40769999999999973,0.1194,0.0,-2.4986999999999995,0.12470000000000003,0.0715,0,-0.4838,0.8925,0,0,0,0,0
14116,0,0.6345,0,0.0,0.0,1.0644,0.0,0.7488,0.0,0.182,0.0,0.5213,0,0.0,0,none,0,-1.375,0.4029,0.0,-0.9673000000000003,0.006699999999999928,0.0038,0,-0.1381,0.2547,0,0,0,0,0
14117,0,0.6844,0,0.0,0.0,0.5843,0.0,0.8337,0.0,0.7291,0.0,0.8849,0,0.0,0,none,0,0.08489999999999998,0.0248,0.0,1.4599,0.049900000000000055,0.0286,0,0.36360000000000003,0.6708,0,0,0,0,0
14118,0,0.6608,0,0.0,0.0,1.7279,0.0,1.0883,0.0,0.0,0.0,0.6501,0,0.0,0,none,0,0.25460000000000005,0.0745,0.0,0.16970000000000007,-0.023599999999999954,0.0135,0,-0.2348,0.4331,0,0,0,0,0
14119,0,1.5576,0,0.0,0.0,0.5093,0.0,3.3566,1.0,0.6379,0.0,0.8902,0,0.5,1,low,0,2.2683,0.6647,0.0,2.0137,0.8968,0.5144,0,0.24009999999999998,0.4429,0,0,0,0,0
14120,0,0.682,0,0.0,0.0,0.0,0.0,2.5315,0.0,0.0,0.0,0.4161,0,0.0,0,none,0,-0.8251,0.2417,0.0,-3.0934,-0.8756,0.5023,0,-0.47409999999999997,0.8746,0,0,0,0,0
14121,0,0.5027,0,0.8853,0.0,0.9371,0.0,0.6668,0.0,0.2772,0.0,1.365,0,0.0,0,none,0,-1.8647,0.5464,0.0,-1.0396,-0.17930000000000001,0.1028,0,0.9489,1.7506,0,0,0,0,0
14122,0,0.6783,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,0.4987,0,0.0,0,none,0,1.9495,0.5712,0.0,3.8142,0.17559999999999998,0.1007,0,-0.8663000000000001,1.5982,0,0,0,0,0
14123,0,0.6001,0,0.3362,0.0,1.0661,0.0,0.4837,0.0,1.0954,0.0,1.4358,0,0.0,0,none,0,-2.1326,0.6249,0.0,-4.0821000000000005,-0.07820000000000005,0.0448,0,0.9371,1.7289,0,0,0,0,0
14124,0,0.623,0,0.0,0.0,1.3401,0.0,1.9372,0.0,0.3644,0.0,0.5872,0,0.0,0,none,0,1.4535,0.4259,0.0,3.5861,0.02290000000000003,0.0131,0,-0.8485999999999999,1.5656,0,0,0,0,0
14125,0,0.6811,0,0.0,0.0,0.8606,0.0,1.5128,0.0,0.1757,0.0,0.293,0,0.0,0,none,0,-0.4244000000000001,0.1243,0.0,-1.8779000000000001,0.05810000000000004,0.0333,0,-0.2942000000000001,0.5427,0,0,0,0,0
14126,0,0.596,0,0.8853,0.0,1.0661,0.0,1.343,0.0,0.459,0.0,1.4917,0,0.0,0,none,0,-0.16979999999999995,0.0497,0.0,0.25460000000000016,-0.08510000000000006,0.0488,0,1.1987,2.2115,0,0,0,0,0
14127,0,0.3683,0,0.0,0.0,1.2716,0.0,1.2581,0.0,0.3681,0.0,0.4575,0,0.0,0,none,0,-0.08489999999999998,0.0248,0.0,0.08489999999999998,-0.22769999999999996,0.1306,0,-1.0342,1.908,0,0,0,0,0
14128,0,0.43,0,0.0,0.0,1.2716,0.0,1.343,0.0,0.55,0.0,1.6132,0,0.0,0,none,0,0.08489999999999998,0.0248,0.0,0.16979999999999995,0.06169999999999998,0.0353,0,1.1557,2.1322,0,0,0,0,0
14129,0,0.4062,0,0.0,0.0,0.9291,0.0,1.5128,0.0,0.6379,0.0,0.3259,0,0.0,0,none,0,0.16979999999999995,0.0497,0.0,0.08489999999999998,-0.023799999999999988,0.0136,0,-1.2872999999999999,2.375,0,0,0,0,0
14130,0,0.6208,0,0.0,0.0,1.2031,0.0,1.343,0.0,0.3681,0.0,1.1589,0,0.0,0,none,0,-0.16979999999999995,0.0497,0.0,-0.3395999999999999,0.2146,0.123,0,0.833,1.5368,0,0,0,0,0
14131,0,0.6767,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.6681,0,0.0,0,none,0,1.2732999999999999,0.3731,0.0,1.4430999999999998,0.05589999999999995,0.032,0,0.5091999999999999,0.9394,0,0,0,0,0
14132,0,0.346,0,0.0,0.0,0.7921,0.0,1.5977,0.0,0.7291,0.0,0.3386,0,0.0,0,none,0,-1.0186,0.2984,0.0,-2.2919,-0.3307,0.1897,0,-1.3295,2.4528,0,0,0,0,0
14133,0,0.6149,0,0.0,0.0,1.0661,0.0,1.343,0.0,0.55,0.0,1.6863,0,0.0,0,none,0,-0.2546999999999999,0.0746,0.0,0.7639,0.26890000000000003,0.1542,0,1.3477,2.4864,0,0,0,0,0
14134,0,0.6764,0,0.0,0.0,1.1346,0.0,2.107,0.0,0.0,0.0,0.4234,0,0.0,0,none,0,0.7640000000000002,0.2238,0.0,1.0187000000000002,0.0615,0.0352,0,-1.2629,2.33,0,0,0,0,0
14135,0,0.5515,0,0.0,0.0,0.5093,0.0,1.386,0.0,0.4556,0.0,0.8869,0,0.0,0,none,0,-0.7210000000000003,0.2112,0.0,-1.4850000000000005,-0.12490000000000001,0.0716,0,0.4635,0.8551,0,0,0,0,0
14136,0,0.7029,0,0.0,0.0,1.5603,0.0,1.1732,0.0,0.0,0.0,0.7779,0,0.0,0,none,0,-0.21279999999999988,0.0623,0.0,0.5082000000000004,0.15139999999999998,0.0868,0,-0.10899999999999999,0.201,0,0,0,0,0
14137,0,0.6338,0,0.0,0.0,1.1257,0.0,1.9485,0.0,0.182,0.0,0.8859,0,0.0,0,none,0,0.7752999999999999,0.2271,0.0,0.9880999999999998,-0.06909999999999994,0.0396,0,0.10799999999999998,0.1992,0,0,0,0,0
14138,0,0.4037,0,0.0,0.0,0.9291,0.0,0.8504,0.0,0.2772,0.0,0.5232,0,0.0,0,none,0,-1.0980999999999999,0.3217,0.0,-1.8733999999999997,-0.23010000000000003,0.1319,0,-0.3627,0.6691,0,0,0,0,0
14139,0,0.7851,0,0.0,0.0,0.8954,0.0,1.241,0.0,0.1863,0.0,0.627,0,0.0,0,none,0,0.39060000000000006,0.1144,0.0,1.4887,0.3814,0.2187,0,0.1038,0.1914,0,0,0,0,0
14140,0,0.3503,0,0.0,0.0,1.1836,0.0,0.8755,0.0,0.6409,0.0,1.2575,0,0.0,0,none,0,-0.36550000000000016,0.107,0.0,-0.7561000000000002,-0.4348,0.2494,0,0.6305000000000001,1.1632,0,0,0,0,0
14141,0,0.8798,0,0.0,0.0,0.9291,0.0,1.11,0.0,1.1864,0.0,1.2176,0,0.0,0,none,0,0.23450000000000015,0.0686,0.0,0.6000000000000003,0.5295000000000001,0.3037,0,-0.03990000000000005,0.0735,0,0,0,0,0
14142,0,0.5725,0,0.0,0.0,0.5181,0.0,1.0035,0.0,0.3644,0.0,0.5665,0,0.0,0,none,0,-0.10650000000000004,0.0311,0.0,-0.3410000000000002,-0.3073,0.1762,0,-0.6511,1.2012,0,0,0,0,0
14143,0,0.5782,0,0.0,0.0,0.4605,0.0,0.5368,0.0,0.1757,0.0,0.4312,0,0.0,0,none,0,-0.4667,0.1367,0.0,-0.36019999999999996,0.005700000000000038,0.0032,0,-0.13529999999999998,0.2495,0,0,0,0,0
14144,0,0.5284,0,0.0,0.0,1.5304,0.0,1.1685,0.0,0.6409,0.0,0.2284,0,0.0,0,none,0,0.6317,0.185,0.0,1.0984,-0.049800000000000066,0.0285,0,-0.20280000000000004,0.3741,0,0,0,0,0
14145,0,0.4138,0,0.0,0.0,0.9291,0.0,1.0035,0.0,0.459,0.0,0.3259,0,0.0,0,none,0,-0.16500000000000004,0.0483,0.0,-0.7967000000000001,-0.11459999999999998,0.0657,0,0.09750000000000003,0.1798,0,0,0,0,0
14146,0,1.6675,0,0.0,0.0,0.3127,0.0,0.6639,0.0,0.182,0.0,1.1708,0,0.0,0,none,0,-0.3396,0.0994,0.0,-0.17459999999999998,1.2537,0.7192,0,0.8449,1.5587,0,0,0,0,0
14147,0,0.5133,0,0.0,0.0,0.8681,0.0,0.6978,0.0,0.1757,0.0,0.4668,0,0.0,0,none,0,0.03389999999999993,0.0098,0.0,0.37349999999999994,-1.1542,0.6621,0,-0.7040000000000001,1.2988,0,0,0,0,0
14148,0,0.5609,0,0.0,0.0,1.3069,0.0,0.8474,0.0,0.182,0.0,0.278,0,0.0,0,none,0,0.14960000000000007,0.0437,0.0,0.11570000000000014,0.047599999999999976,0.0272,0,-0.18879999999999997,0.3482,0,0,0,0,0
14149,0,0.5621,0,0.0,0.0,1.4488,0.0,1.0883,0.0,0.182,0.0,0.4234,0,0.0,0,none,0,0.2409,0.0705,0.0,0.09129999999999994,0.0012000000000000899,0.0006,0,0.14539999999999997,0.2682,0,0,0,0,0
14150,0,0.44,0,0.0,0.0,0.3812,0.0,0.5031,0.0,0.182,0.0,1.0624,0,0.0,0,none,0,-0.5852,0.1714,0.0,-0.8261000000000001,-0.12210000000000004,0.07,0,0.639,1.1789,0,0,0,0,0
14151,0,0.6874,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.1358,0,0.0,0,none,0,2.1132,0.6192,0.0,2.6984,0.2474,0.1419,0,0.07339999999999991,0.1353,0,0,0,0,0
14152,0,0.6976,0,0.0,0.0,1.1449,0.0,1.0883,0.0,0.0,0.0,0.7502,0,0.0,0,none,0,-1.5279999999999998,0.4477,0.0,-3.6411999999999995,0.010199999999999987,0.0058,0,-0.38559999999999994,0.7113,0,0,0,0,0
14153,0,0.4567,0,0.0,0.0,0.9335,0.0,0.5638,0.0,0.3644,0.0,0.536,0,0.0,0,none,0,-0.5245000000000001,0.1536,0.0,1.0034999999999998,-0.2409,0.1381,0,-0.21419999999999995,0.3951,0,0,0,0,0
14154,0,0.6918,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,0.7848,0,0.0,0,none,0,2.0524999999999998,0.6014,0.0,2.577,0.23509999999999998,0.1348,0,0.24880000000000002,0.4589,0,0,0,0,0
14155,0,0.6957,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.7291,0.0,0.4715,0,0.0,0,none,0,0.0,-0.0001,0.0,-2.0524999999999998,0.0039000000000000146,0.0022,0,-0.3133000000000001,0.5779,0,0,0,0,0
14156,0,0.6962,0,0.0,0.0,0.9187,0.0,0.4076,0.0,0.0,0.0,0.5847,0,0.0,0,none,0,-2.2087,0.6472,0.0,-2.2087,0.000500000000000056,0.0002,0,0.11320000000000002,0.2088,0,0,0,0,0
14157,0,0.5165,0,0.0,0.0,0.9202,0.0,1.2385,0.0,0.1863,0.0,0.6049,0,0.0,0,none,0,0.8309,0.2434,0.0,3.0396,-0.17970000000000008,0.103,0,0.020199999999999996,0.0372,0,0,0,0,0
14158,0,0.6712,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.5268,0,0.0,0,none,0,1.3778,0.4037,0.0,0.5468999999999999,0.15470000000000006,0.0887,0,0.9218999999999999,1.7008,0,0,0,0,0
14159,0,0.6635,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,1.2922,0,0.0,0,none,0,0.0,-0.0001,0.0,-1.3778,-0.00770000000000004,0.0043,0,-0.23459999999999992,0.4327,0,0,0,0,0
14160,0,0.6954,0,0.0,0.0,0.0,0.0,2.6163,0.0,0.0,0.0,0.608,0,0.0,0,none,0,0.0,-0.0001,0.0,0.0,0.03190000000000004,0.0182,0,-0.6842,1.2623,0,0,0,0,0
14161,0,0.642,0,0.0,0.0,0.8517,0.0,0.7792,0.0,0.1757,0.0,0.7279,0,0.0,0,none,0,-1.8371,0.5383,0.0,-1.8371,-0.0534,0.0306,0,0.1199,0.2211,0,0,0,0,0
14162,0,0.6386,0,0.0,0.0,1.0129,0.0,0.9186,0.0,0.2732,0.0,0.3542,0,0.0,0,none,0,0.13939999999999997,0.0408,0.0,1.9765,-0.0034000000000000696,0.0019,0,-0.3737,0.6894,0,0,0,0,0
14163,0,0.6802,0,0.0,0.0,0.0,0.0,2.4466,0.0,0.0,0.0,1.5544,0,0.0,0,none,0,1.528,0.4477,0.0,1.3886,0.04160000000000008,0.0238,0,1.2002,2.2143,0,0,0,0,0
14164,0,0.6908,0,0.0,0.0,0.7275,0.0,0.3161,0.0,0.7291,0.0,0.8695,0,0.0,0,none,0,-2.1305,0.6243,0.0,-3.6585,0.010599999999999943,0.006,0,-0.6849,1.2635,0,0,0,0,0
14165,0,0.5142,0,0.0,0.0,1.0273,0.0,1.2581,0.0,0.4556,0.0,0.8516,0,0.0,0,none,0,0.942,0.276,0.0,3.0725,-0.17659999999999998,0.1012,0,-0.017900000000000027,0.0329,0,0,0,0,0
14166,0,0.6783,0,0.0,0.0,0.5866,0.0,1.4279,0.0,0.7291,0.0,0.6093,0,0.0,0,none,0,0.16979999999999995,0.0497,0.0,-0.7722,0.16410000000000002,0.0941,0,-0.24230000000000007,0.447,0,0,0,0,0
14167,0,0.6339,0,0.0,0.0,1.2974,0.0,1.2581,0.0,0.7291,0.0,0.4385,0,0.0,0,none,0,-0.16979999999999995,0.0497,0.0,-0.3395999999999999,-0.044399999999999995,0.0254,0,-0.17079999999999995,0.315,0,0,0,0,0
14168,0,0.5206,0,0.0,0.0,1.0131,0.0,0.8037,0.0,0.7291,0.0,0.6447,0,0.0,0,none,0,-0.4544,0.1331,0.0,-0.2846000000000001,-0.11330000000000007,0.0649,0,0.20620000000000005,0.3803,0,0,0,0,0
14169,0,0.6161,0,0.0,0.0,1.146,0.0,0.9325,0.0,0.6379,0.0,0.8693,0,0.0,0,none,0,0.12880000000000003,0.0377,0.0,0.5832,0.09550000000000003,0.0547,0,0.2245999999999999,0.4143,0,0,0,0,0
14170,0,1.0532,0,0.0,0.0,1.1346,0.0,0.7488,0.0,0.7291,0.0,1.1026,0,0.0,0,none,0,-0.18369999999999997,0.0537,0.0,-0.3125,0.43709999999999993,0.2507,0,0.23330000000000006,0.4303,0,0,0,0,0
14171,0,0.5765,0,0.0,0.0,1.6052,0.0,1.9485,0.0,0.3644,0.0,1.3714,0,0.0,0,none,0,1.1997,0.3515,0.0,1.3834,-0.4766999999999999,0.2734,0,0.26879999999999993,0.4958,0,0,0,0,0
14172,0,0.593,0,0.0,0.0,0.9628,0.0,0.4092,0.0,0.2732,0.0,0.4713,0,0.0,0,none,0,-1.5393,0.451,0.0,-2.739,0.01649999999999996,0.0094,0,-0.9000999999999999,1.6606,0,0,0,0,0
14173,0,0.2477,0,0.0,0.0,0.2686,0.0,0.7998,0.0,0.4556,0.0,0.7293,0,0.0,0,none,0,0.39059999999999995,0.1144,0.0,1.9299,-0.34529999999999994,0.198,0,0.25799999999999995,0.4759,0,0,0,0,0
14174,0,0.4128,0,0.0,0.0,1.3365,0.0,0.7488,0.0,0.1863,0.0,0.4953,0,0.0,0,none,0,-0.050999999999999934,0.0149,0.0,-0.4415999999999999,0.1651,0.0946,0,-0.23399999999999993,0.4316,0,0,0,0,0
14175,0,0.6067,0,0.0,0.0,0.4491,0.0,1.2661,0.0,0.1757,0.0,0.7837,0,0.0,0,none,0,0.5173,0.1515,0.0,0.5682999999999999,0.19390000000000002,0.1112,0,0.28839999999999993,0.532,0,0,0,0,0
14176,0,0.6772,0,0.0,0.0,0.9887,0.0,0.9392,0.0,0.0,0.0,0.9204,0,0.0,0,none,0,-0.32689999999999997,0.0957,0.0,-0.8442,0.07050000000000001,0.0404,0,0.13670000000000004,0.2521,0,0,0,0,0
14177,0,0.5816,0,0.0,0.0,1.6737,0.0,1.4583,0.0,0.5468,0.0,0.7926,0,0.0,0,none,0,0.5190999999999999,0.152,0.0,0.8459999999999999,-0.09560000000000002,0.0548,0,-0.12780000000000002,0.2357,0,0,0,0,0
14178,0,0.4517,0,0.0,0.0,1.0572,0.0,0.8641,0.0,0.4556,0.0,0.6156,0,0.0,0,none,0,-0.5942,0.174,0.0,-1.1132999999999997,-0.12990000000000002,0.0745,0,-0.17699999999999994,0.3265,0,0,0,0,0
14179,0,0.6607,0,0.0,0.0,0.736,0.0,1.0883,0.0,0.7291,0.0,0.7044,0,0.0,0,none,0,0.22420000000000007,0.0656,0.0,0.8184,0.20899999999999996,0.1198,0,0.08879999999999999,0.1637,0,0,0,0,0
14180,0,0.5436,0,0.0,0.0,1.2289,0.0,1.0509,0.0,0.6379,0.0,0.8501,0,0.0,0,none,0,-0.0374000000000001,0.0109,0.0,-0.26160000000000017,-0.11709999999999998,0.0671,0,0.14569999999999994,0.2687,0,0,0,0,0
14181,0,0.6034,0,0.0,0.0,1.5615,0.0,1.1585,0.0,0.2772,0.0,0.8388,0,0.0,0,none,0,0.10760000000000014,0.0314,0.0,0.14500000000000024,0.059800000000000075,0.0342,0,-0.011299999999999977,0.0208,0,0,0,0,0
14182,0,0.5515,0,0.0,0.0,0.8823,0.0,0.6591,0.0,0.2772,0.0,0.6404,0,0.0,0,none,0,-0.49940000000000007,0.1463,0.0,-0.6070000000000002,-0.05190000000000006,0.0297,0,-0.19840000000000002,0.366,0,0,0,0,0
14183,0,0.8496,0,0.0,0.0,1.2031,0.0,1.312,0.0,1.3682,0.0,1.1511,0,0.0,0,none,0,0.6529,0.1912,0.0,1.1523,0.29810000000000003,0.171,0,0.5107,0.9421,0,0,0,0,0
