window,label,max_zscore,mean_zscore,is_anomaly,sig_key,z_byte_volume,z_bwd_byte_volume,z_flow_bytes_per_s,z_flow_packets_per_s,z_avg_packet_size
17667,1,1.0602,0.3824,0,s1,0.2949,0.0519,0.3372,0.1679,1.0602
17668,1,1.0588,0.4067,0,s1,0.2948,0.0519,0.3452,0.2826,1.0588
17669,1,1.0583,0.3697,0,s1,0.2948,0.0519,0.3333,0.1101,1.0583
17670,1,1.0602,0.3508,0,s1,0.2949,0.0519,0.3271,0.0197,1.0602
17671,1,1.0602,0.3937,0,s1,0.2949,0.0519,0.3409,0.2206,1.0602
17672,1,1.0512,0.4234,0,s1,0.2942,0.0519,0.2396,0.4801,1.0512
17673,1,1.0602,0.3755,0,s1,0.2949,0.0519,0.3151,0.1555,1.0602
17674,1,1.0602,0.3686,0,s1,0.2949,0.0519,0.3328,0.103,1.0602
17675,1,1.0602,0.392,0,s1,0.2949,0.0519,0.3403,0.2125,1.0602
17676,1,1.0602,0.3804,0,s1,0.2949,0.0519,0.3366,0.1582,1.0602
17677,1,1.0607,0.3878,0,s1,0.2949,0.0519,0.339,0.1927,1.0607
17678,1,1.0593,0.4039,0,s1,0.2948,0.0519,0.3045,0.3088,1.0593
17679,1,1.0602,0.3756,0,s1,0.2949,0.0519,0.335,0.136,1.0602
17680,1,1.0602,0.378,0,s1,0.2949,0.0519,0.3358,0.1471,1.0602
17681,1,1.0597,0.3809,0,s1,0.2948,0.0519,0.313,0.1853,1.0597
17682,1,1.0588,0.3601,0,s1,0.2948,0.0519,0.3206,0.0743,1.0588
17683,1,1.0602,0.3955,0,s1,0.2949,0.0519,0.3414,0.2292,1.0602
17684,1,1.0607,0.3493,0,s1,0.2949,0.0519,0.3266,0.0122,1.0607
17685,1,1.0612,0.3755,0,s1,0.2949,0.0519,0.3153,0.1542,1.0612
17686,1,1.0602,0.3768,0,s1,0.2949,0.0519,0.3146,0.1624,1.0602
17687,1,1.0602,0.3842,0,s1,0.2949,0.0519,0.3378,0.1761,1.0602
17688,1,1.0602,0.3802,0,s1,0.2949,0.0519,0.3365,0.1575,1.0602
17689,1,1.0597,0.4192,0,s1,0.2948,0.0519,0.2989,0.3905,1.0597
17690,1,1.0602,0.3806,0,s1,0.2949,0.0519,0.3367,0.1594,1.0602
17691,1,1.0602,0.3651,0,s1,0.2949,0.0519,0.3317,0.0867,1.0602
17692,1,1.229,0.5788,0,s1,0.2557,0.0516,0.4159,1.229,0.9416
17693,1,1.048,0.3958,0,s1,0.2939,0.0519,0.3373,0.2477,1.048
17694,1,1.056,0.382,0,s1,0.2945,0.0519,0.3354,0.1724,1.056
17695,1,1.0602,0.364,0,s1,0.2949,0.0519,0.3313,0.0816,1.0602
17696,1,1.0523,0.3967,0,s1,0.2942,0.0519,0.3388,0.2465,1.0523
17697,1,1.0409,0.3641,0,s1,0.2935,0.0519,0.3087,0.1256,1.0409
17698,1,1.0426,0.3823,0,s1,0.2941,0.0519,0.3089,0.2141,1.0426
17699,1,1.0473,0.3862,0,s1,0.2945,0.0519,0.3357,0.2017,1.0473
17700,1,1.0602,0.3512,0,s1,0.2949,0.0519,0.324,0.0249,1.0602
17701,1,1.056,0.3625,0,s1,0.2945,0.0519,0.3292,0.0809,1.056
17702,1,1.0475,0.3851,0,s1,0.2939,0.0519,0.3326,0.1995,1.0475
17703,1,1.0455,0.3214,0,s1,0.2939,0.0519,0.1446,0.0712,1.0455
17704,1,1.0597,0.352,0,s1,0.2948,0.0519,0.3238,0.0298,1.0597
17705,1,1.0518,0.3965,0,s1,0.2942,0.0519,0.3378,0.247,1.0518
17706,1,1.056,0.3901,0,s1,0.2945,0.0519,0.3389,0.2093,1.056
17707,1,1.0602,0.3487,0,s1,0.2949,0.0519,0.3264,0.0101,1.0602
17708,1,1.0514,0.3344,0,s1,0.2901,0.0519,0.2293,0.0495,1.0514
17709,1,1.0602,0.3877,0,s1,0.2949,0.0519,0.3389,0.1926,1.0602
17710,1,1.0602,0.3985,0,s1,0.2949,0.0519,0.3424,0.2431,1.0602
17711,1,1.0602,0.4149,0,s1,0.2948,0.0519,0.3006,0.3668,1.0602
17712,1,1.0602,0.3567,0,s1,0.2949,0.0519,0.322,0.0543,1.0602
17713,1,1.0607,0.3652,0,s1,0.2949,0.0519,0.3317,0.0868,1.0607
17714,1,1.0607,0.3653,0,s1,0.2949,0.0519,0.3318,0.087,1.0607
17715,1,1.0602,0.3689,0,s1,0.2949,0.0519,0.3329,0.1048,1.0602
17716,1,1.0602,0.3807,0,s1,0.2949,0.0519,0.3367,0.16,1.0602
17717,1,1.0602,0.3951,0,s1,0.2949,0.0519,0.3413,0.2272,1.0602
17718,1,1.0602,0.3897,0,s1,0.2949,0.0519,0.3098,0.2319,1.0602
17719,1,1.0602,0.3877,0,s1,0.2949,0.0519,0.3389,0.1925,1.0602
17720,1,1.0607,0.4033,0,s1,0.2949,0.0519,0.3049,0.304,1.0607
17721,1,1.0602,0.3988,0,s1,0.2949,0.0519,0.3425,0.2447,1.0602
17722,1,1.0607,0.5262,0,s1,0.2949,0.0519,0.2597,0.9636,1.0607
17723,1,1.0602,0.3576,0,s1,0.2949,0.0519,0.3293,0.0518,1.0602
17724,1,1.0607,0.4109,0,s1,0.2949,0.0519,0.3021,0.345,1.0607
17725,1,1.0602,0.3855,0,s1,0.2949,0.0519,0.3382,0.1825,1.0602
17726,1,1.0597,0.373,0,s1,0.2948,0.0519,0.316,0.1424,1.0597
17727,1,1.0602,0.3845,0,s1,0.2949,0.0519,0.3379,0.1778,1.0602
17728,1,1.0597,0.4205,0,s1,0.2948,0.0519,0.2985,0.3974,1.0597
17729,1,1.0602,0.3859,0,s1,0.2949,0.0519,0.3384,0.1842,1.0602
17730,1,1.0602,0.3745,0,s1,0.2949,0.0519,0.3154,0.1503,1.0602
17731,1,1.0602,0.3989,0,s1,0.2949,0.0519,0.3425,0.2452,1.0602
17732,1,1.0403,0.3665,0,s1,0.2899,0.0519,0.3338,0.1168,1.0403
17733,1,1.0602,0.3868,0,s1,0.2949,0.0519,0.3386,0.1882,1.0602
17734,1,1.0602,0.3811,0,s1,0.2949,0.0519,0.313,0.1853,1.0602
17735,1,1.0602,0.3853,0,s1,0.2949,0.0519,0.3382,0.1813,1.0602
17736,1,1.0602,0.3736,0,s1,0.2949,0.0519,0.3157,0.1453,1.0602
17737,1,1.0607,0.3669,0,s1,0.2949,0.0519,0.3323,0.0949,1.0607
17738,1,1.0607,0.386,0,s1,0.2949,0.0519,0.3384,0.1843,1.0607
17739,1,1.0602,0.3653,0,s1,0.2949,0.0519,0.3188,0.1009,1.0602
17740,1,1.0602,0.3816,0,s1,0.2949,0.0519,0.337,0.1638,1.0602
17741,1,1.0602,0.3729,0,s1,0.2949,0.0519,0.316,0.1417,1.0602
17742,1,1.0602,0.396,0,s1,0.2949,0.0519,0.3416,0.2315,1.0602
17743,1,1.0597,0.3624,0,s1,0.2948,0.0519,0.3198,0.0859,1.0597
17744,1,1.0602,0.3664,0,s1,0.2949,0.0519,0.3321,0.093,1.0602
17745,1,1.0602,0.4041,0,s1,0.2949,0.0519,0.3442,0.2693,1.0602
17746,1,1.0602,0.3499,0,s1,0.2949,0.0519,0.3268,0.0157,1.0602
17747,1,1.0602,0.3811,0,s1,0.2949,0.0519,0.3368,0.1616,1.0602
17748,1,1.0602,0.3727,0,s1,0.2949,0.0519,0.3341,0.1223,1.0602
17749,1,1.0602,0.398,0,s1,0.2949,0.0519,0.3422,0.2408,1.0602
17750,1,1.0602,0.4069,0,s1,0.2949,0.0519,0.3035,0.3242,1.0602
17751,1,1.0607,0.379,0,s1,0.2949,0.0519,0.3139,0.1737,1.0607
17752,1,1.0612,0.3617,0,s1,0.2949,0.0519,0.3306,0.07,1.0612
17753,1,1.0602,0.3988,0,s1,0.2949,0.0519,0.3065,0.2806,1.0602
17754,1,1.0602,0.3957,0,s1,0.2949,0.0519,0.3415,0.2298,1.0602
17755,1,1.0602,0.3777,0,s1,0.2949,0.0519,0.3357,0.1456,1.0602
17756,1,1.193,0.5687,0,s1,0.2948,0.0519,0.2439,1.193,1.0597
17757,1,1.0597,0.43,0,s1,0.2948,0.0519,0.2949,0.4489,1.0597
17758,1,1.0607,0.3794,0,s1,0.2949,0.0519,0.3363,0.1532,1.0607
17759,1,1.0607,0.3777,0,s1,0.2949,0.0519,0.3144,0.1666,1.0607
17760,1,1.0602,0.3837,0,s1,0.2949,0.0519,0.3376,0.1738,1.0602
17761,1,1.0602,0.3571,0,s1,0.2949,0.0519,0.3291,0.0493,1.0602
17762,1,1.0602,0.3961,0,s1,0.2949,0.0519,0.3075,0.2659,1.0602
17763,1,1.0602,0.3582,0,s1,0.2949,0.0519,0.3295,0.0545,1.0602
17764,1,1.0602,0.374,0,s1,0.2949,0.0519,0.3345,0.1284,1.0602
17765,1,1.0607,0.4046,0,s1,0.2949,0.0519,0.3444,0.2712,1.0607
17766,1,1.0602,0.3988,0,s1,0.2949,0.0519,0.3425,0.2443,1.0602
17767,1,1.0602,0.3569,0,s1,0.2949,0.0519,0.329,0.0483,1.0602
17768,1,1.0602,0.3869,0,s1,0.2949,0.0519,0.3387,0.1887,1.0602
17769,1,1.0602,0.3598,0,s1,0.2949,0.0519,0.33,0.0619,1.0602
17770,1,1.0607,0.3949,0,s1,0.2949,0.0519,0.3413,0.2257,1.0607
17771,1,1.0602,0.4028,0,s1,0.2949,0.0519,0.3438,0.2634,1.0602
17772,1,1.034,0.3825,0,s1,0.2945,0.0519,0.339,0.193,1.034
17773,1,1.0602,0.3706,0,s1,0.2949,0.0519,0.3334,0.1124,1.0602
17774,1,1.0602,0.4044,0,s1,0.2949,0.0519,0.3443,0.2707,1.0602
17775,1,1.0602,0.3701,0,s1,0.2948,0.0519,0.3171,0.1263,1.0602
17776,1,1.0607,0.3969,0,s1,0.2949,0.0519,0.342,0.2351,1.0607
17777,1,1.0602,0.3955,0,s1,0.2949,0.0519,0.3414,0.2289,1.0602
17778,1,1.0602,0.3789,0,s1,0.2949,0.0519,0.3361,0.1515,1.0602
17779,1,1.0602,0.3828,0,s1,0.2949,0.0519,0.3374,0.1695,1.0602
17780,1,1.0602,0.3716,0,s1,0.2949,0.0519,0.3338,0.1171,1.0602
17781,1,1.0435,0.386,0,s1,0.2939,0.0519,0.3395,0.2011,1.0435
17782,1,1.0602,0.3771,0,s1,0.2948,0.0519,0.3145,0.1643,1.0602
17783,1,1.0597,0.3918,0,s1,0.2948,0.0519,0.3403,0.2123,1.0597
17784,1,1.0602,0.3718,0,s1,0.2949,0.0519,0.3164,0.1354,1.0602
17785,1,1.0602,0.3573,0,s1,0.2949,0.0519,0.3292,0.0503,1.0602
17786,1,1.0354,0.3852,0,s1,0.2938,0.0519,0.3299,0.2149,1.0354
17787,1,1.0607,0.3956,0,s1,0.2949,0.0519,0.3415,0.2288,1.0607
17788,1,1.0602,0.3549,0,s1,0.2949,0.0519,0.3284,0.0393,1.0602
17789,1,1.0602,0.3749,0,s1,0.2949,0.0519,0.3348,0.1329,1.0602
17790,1,1.0602,0.3506,0,s1,0.2949,0.0519,0.327,0.0191,1.0602
17791,1,1.0597,0.3858,0,s1,0.2948,0.0519,0.3384,0.1843,1.0597
17792,1,0.989,0.2823,0,s1,0.2739,0.0519,0.0035,0.0931,0.989
17793,1,1.0597,0.3465,0,s1,0.2948,0.0519,0.3257,0.0004,1.0597
17794,1,1.0494,0.3679,0,s1,0.2936,0.0519,0.317,0.1274,1.0494
17795,1,1.0597,0.3932,0,s1,0.2948,0.0519,0.3407,0.2188,1.0597
17796,1,1.0593,0.4151,0,s1,0.2948,0.0519,0.3004,0.3689,1.0593
17797,1,1.0602,0.3948,0,s1,0.2949,0.0519,0.3412,0.2257,1.0602
17798,1,1.0607,0.3505,0,s1,0.2949,0.0519,0.3244,0.0206,1.0607
17799,1,1.0602,0.3717,0,s1,0.2949,0.0519,0.3338,0.1178,1.0602
17800,1,1.0602,0.4004,0,s1,0.2949,0.0519,0.343,0.2518,1.0602
17801,1,1.0602,0.395,0,s1,0.2949,0.0519,0.3413,0.2269,1.0602
17802,1,1.0602,0.3862,0,s1,0.2949,0.0519,0.3384,0.1855,1.0602
17803,1,1.0511,0.4412,0,s1,0.2942,0.0519,0.3521,0.4569,1.0511
17804,1,1.0602,0.364,0,s1,0.2949,0.0519,0.3193,0.0935,1.0602
17805,1,1.0602,0.3615,0,s1,0.2949,0.0519,0.3305,0.0699,1.0602
17806,1,1.0602,0.3955,0,s1,0.2949,0.0519,0.3414,0.2293,1.0602
17807,1,1.0362,0.4668,0,s1,0.2937,0.0519,0.2749,0.6771,1.0362
17808,1,1.0602,0.3788,0,s1,0.2949,0.0519,0.3361,0.1508,1.0602
17809,1,1.0602,0.3724,0,s1,0.2949,0.0519,0.334,0.121,1.0602
17810,1,1.0607,0.3893,0,s1,0.2949,0.0519,0.3395,0.1997,1.0607
17811,1,1.0602,0.3628,0,s1,0.2949,0.0519,0.3309,0.0761,1.0602
17812,1,1.031,0.3975,0,s1,0.2888,0.0519,0.3445,0.2713,1.031
17813,1,1.0602,0.3866,0,s1,0.2949,0.0519,0.3386,0.1872,1.0602
17814,1,1.0602,0.3815,0,s1,0.2949,0.0519,0.3369,0.1636,1.0602
17815,1,1.0602,0.3739,0,s1,0.2949,0.0519,0.3345,0.128,1.0602
17816,1,1.0602,0.3979,0,s1,0.2949,0.0519,0.3422,0.2403,1.0602
17817,1,1.0597,0.4151,0,s1,0.2948,0.0519,0.3004,0.3685,1.0597
17818,1,1.0602,0.4775,0,s1,0.2949,0.0519,0.2775,0.7029,1.0602
17819,1,1.0602,0.354,0,s1,0.2949,0.0519,0.3281,0.0348,1.0602
17820,1,1.0607,0.3752,0,s1,0.2949,0.0519,0.335,0.1333,1.0607
17821,1,1.0602,0.382,0,s1,0.2949,0.0519,0.3371,0.1659,1.0602
17822,1,1.0602,0.3548,0,s1,0.2949,0.0519,0.3284,0.0388,1.0602
17823,1,1.0602,0.402,0,s1,0.2949,0.0519,0.3435,0.2595,1.0602
17824,1,1.0593,0.3503,0,s1,0.2948,0.0519,0.3243,0.0213,1.0593
17825,1,1.0602,0.3756,0,s1,0.2948,0.0519,0.3351,0.1358,1.0602
17826,1,1.0597,0.3698,0,s1,0.2948,0.0519,0.3332,0.1092,1.0597
17827,1,1.0593,0.3825,0,s1,0.2948,0.0519,0.3373,0.169,1.0593
17828,1,1.0602,0.4064,0,s1,0.2949,0.0519,0.3449,0.2801,1.0602
17829,1,1.0602,0.4071,0,s1,0.2949,0.0519,0.3034,0.3249,1.0602
17830,1,1.0597,0.3764,0,s1,0.2948,0.0519,0.335,0.1408,1.0597
17831,1,1.0597,0.3738,0,s1,0.2948,0.0519,0.3156,0.1472,1.0597
17832,1,0.9754,0.3784,0,s1,0.2876,0.0516,0.3374,0.2401,0.9754
17833,1,1.0602,0.3985,0,s1,0.2949,0.0519,0.3424,0.2433,1.0602
17834,1,1.0602,0.3468,0,s1,0.2949,0.0519,0.3256,0.0016,1.0602
17835,1,1.0395,0.3742,0,s1,0.2944,0.0519,0.3074,0.178,1.0395
17836,1,1.0602,0.3892,0,s1,0.2949,0.0519,0.3394,0.1994,1.0602
17837,1,1.0602,0.3856,0,s1,0.2949,0.0519,0.3383,0.1829,1.0602
17838,1,1.0602,0.3771,0,s1,0.2949,0.0519,0.3355,0.1428,1.0602
17839,1,1.0602,0.3648,0,s1,0.2949,0.0519,0.3316,0.0854,1.0602
17840,1,1.0602,0.3808,0,s1,0.2949,0.0519,0.3367,0.1602,1.0602
17841,1,1.0602,0.3601,0,s1,0.2949,0.0519,0.3301,0.0634,1.0602
17842,1,1.0597,0.3565,0,s1,0.2948,0.0519,0.322,0.0542,1.0597
17843,1,1.0433,0.3804,0,s1,0.2944,0.0519,0.3035,0.209,1.0433
17844,1,1.0593,0.4598,0,s1,0.2948,0.0519,0.2839,0.6089,1.0593
17845,1,1.0602,0.3845,0,s1,0.2948,0.0519,0.3118,0.2039,1.0602
17846,1,1.0602,0.3613,0,s1,0.2949,0.0519,0.3203,0.0794,1.0602
17847,1,1.0602,0.3679,0,s1,0.2949,0.0519,0.3326,0.0998,1.0602
17848,1,1.0602,0.3888,0,s1,0.2949,0.0519,0.3102,0.2267,1.0602
17849,1,1.0602,0.3939,0,s1,0.2949,0.0519,0.3409,0.2215,1.0602
17850,1,1.0602,0.3735,0,s1,0.2949,0.0519,0.3344,0.1259,1.0602
17851,1,1.0602,0.382,0,s1,0.2949,0.0519,0.3371,0.166,1.0602
17852,1,1.0376,0.2981,0,s1,0.2892,0.0519,0.0121,0.0998,1.0376
17853,1,1.0593,0.4454,0,s1,0.2948,0.0519,0.2892,0.532,1.0593
17854,1,1.0602,0.3894,0,s1,0.2949,0.0519,0.3395,0.2005,1.0602
17855,1,1.0602,0.4106,0,s1,0.2949,0.0519,0.3463,0.2996,1.0602
17856,1,1.0602,0.3934,0,s1,0.2949,0.0519,0.3408,0.2191,1.0602
17857,1,1.0602,0.4054,0,s1,0.2949,0.0519,0.3446,0.2755,1.0602
17858,1,1.0602,0.3917,0,s1,0.2949,0.0519,0.3402,0.2115,1.0602
17859,1,1.0602,0.3765,0,s1,0.2949,0.0519,0.3353,0.14,1.0602
17860,1,1.0602,0.3962,0,s1,0.2949,0.0519,0.3417,0.2322,1.0602
17861,1,1.0602,0.3805,0,s1,0.2949,0.0519,0.3366,0.1587,1.0602
17862,1,1.0597,0.3726,0,s1,0.2948,0.0519,0.3341,0.1223,1.0597
17863,1,1.0607,0.3794,0,s1,0.2949,0.0519,0.3363,0.1532,1.0607
17864,1,1.0602,0.4287,0,s1,0.2949,0.0519,0.2955,0.4412,1.0602
17865,1,1.0602,0.4562,0,s1,0.2948,0.0519,0.2854,0.5887,1.0602
17866,1,1.0602,0.3943,0,s1,0.2949,0.0519,0.341,0.2233,1.0602
17867,1,1.0597,0.3515,0,s1,0.2948,0.0519,0.3238,0.0273,1.0597
17868,1,1.0602,0.3857,0,s1,0.2949,0.0519,0.3383,0.1832,1.0602
17869,1,1.0602,0.3873,0,s1,0.2949,0.0519,0.3107,0.2188,1.0602
17870,1,1.0602,0.3901,0,s1,0.2949,0.0519,0.3097,0.234,1.0602
17871,1,1.0602,0.4635,0,s1,0.2948,0.0519,0.3633,0.5474,1.0602
17872,1,0.9623,0.3381,0,s1,0.2664,0.0515,0.2925,0.118,0.9623
17873,1,1.0602,0.4087,0,s1,0.2949,0.0519,0.3028,0.3338,1.0602
17874,1,1.0597,0.4665,0,s1,0.2948,0.0519,0.3643,0.562,1.0597
17875,1,1.0602,0.4149,0,s1,0.2949,0.0519,0.3005,0.3669,1.0602
17876,1,1.0607,0.3723,0,s1,0.2949,0.0519,0.334,0.1198,1.0607
17877,1,1.0602,0.3978,0,s1,0.2949,0.0519,0.3422,0.2397,1.0602
17878,1,1.0607,0.3712,0,s1,0.2949,0.0519,0.3167,0.1319,1.0607
17879,1,1.0495,0.3695,0,s1,0.2944,0.0519,0.3303,0.1213,1.0495
17880,1,1.0597,0.3507,0,s1,0.2948,0.0519,0.3271,0.0199,1.0597
17881,1,1.0602,0.3622,0,s1,0.2949,0.0519,0.3199,0.0843,1.0602
17882,1,1.0517,0.3735,0,s1,0.2944,0.0519,0.3152,0.1542,1.0517
17883,1,1.0602,0.3892,0,s1,0.2949,0.0519,0.3394,0.1998,1.0602
17884,1,1.0602,0.3707,0,s1,0.2949,0.0519,0.3335,0.1131,1.0602
17885,1,1.0602,0.3815,0,s1,0.2949,0.0519,0.3369,0.1635,1.0602
17886,1,1.0602,0.3671,0,s1,0.2949,0.0519,0.3182,0.1103,1.0602
17887,1,1.0602,0.3903,0,s1,0.2949,0.0519,0.3398,0.2048,1.0602
17888,1,1.0607,0.3735,0,s1,0.2949,0.0519,0.3159,0.1443,1.0607
17889,1,1.0484,0.3733,0,s1,0.2944,0.0519,0.3307,0.1412,1.0484
17890,1,1.0407,0.3727,0,s1,0.294,0.0519,0.3105,0.1666,1.0407
17891,1,1.0602,0.3657,0,s1,0.2949,0.0519,0.3319,0.0895,1.0602
17892,1,1.0185,0.3715,0,s1,0.2894,0.0517,0.3114,0.1865,1.0185
17893,1,1.0593,0.3502,0,s1,0.2948,0.0519,0.327,0.018,1.0593
17894,1,1.0597,0.4069,0,s1,0.2948,0.0519,0.3034,0.3248,1.0597
17895,1,1.0602,0.393,0,s1,0.2949,0.0519,0.3406,0.2174,1.0602
17896,1,1.0602,0.3789,0,s1,0.2949,0.0519,0.3361,0.1514,1.0602
17897,1,1.0602,0.4149,0,s1,0.2949,0.0519,0.3005,0.3671,1.0602
17898,1,1.0602,0.3722,0,s1,0.2949,0.0519,0.3339,0.1199,1.0602
17899,1,1.0602,0.3747,0,s1,0.2949,0.0519,0.3348,0.1316,1.0602
17900,1,1.0602,0.3964,0,s1,0.2949,0.0519,0.3417,0.2331,1.0602
17901,1,1.0597,0.3475,0,s1,0.2948,0.0519,0.3261,0.0051,1.0597
17902,1,1.0612,0.3564,0,s1,0.2949,0.0519,0.3289,0.0452,1.0612
17903,1,1.0602,0.388,0,s1,0.2949,0.0519,0.339,0.1942,1.0602
17904,1,1.0602,0.3812,0,s1,0.2949,0.0519,0.313,0.1859,1.0602
17905,1,1.0612,0.4002,0,s1,0.2949,0.0519,0.343,0.25,1.0612
17906,1,1.0602,0.3676,0,s1,0.2949,0.0519,0.3325,0.0987,1.0602
17907,1,1.0597,0.3773,0,s1,0.2948,0.0519,0.3143,0.166,1.0597
17908,1,1.0602,0.3863,0,s1,0.2949,0.0519,0.3385,0.1861,1.0602
17909,1,1.0602,0.3923,0,s1,0.2949,0.0519,0.3404,0.2141,1.0602
17910,1,1.0607,0.4147,0,s1,0.2949,0.0519,0.3007,0.3653,1.0607
17911,1,1.0602,0.3775,0,s1,0.2949,0.0519,0.3357,0.1448,1.0602
17912,1,1.0547,0.3893,0,s1,0.2946,0.0519,0.3372,0.2081,1.0547
17913,1,1.0607,0.383,0,s1,0.2949,0.0519,0.3375,0.1698,1.0607
17914,1,1.0607,0.3802,0,s1,0.2949,0.0519,0.3365,0.1571,1.0607
17915,1,1.0602,0.4257,0,s1,0.2949,0.0519,0.2966,0.425,1.0602
17916,1,1.0602,0.3779,0,s1,0.2949,0.0519,0.3358,0.1468,1.0602
17917,1,1.0607,0.3891,0,s1,0.2949,0.0519,0.3101,0.2279,1.0607
17918,1,1.3055,0.5895,0,s1,0.2948,0.0519,0.2362,1.3055,1.0593
17919,1,1.0602,0.3568,0,s1,0.2949,0.0519,0.3219,0.0551,1.0602
17920,1,1.0597,0.4133,0,s1,0.2948,0.0519,0.3011,0.3591,1.0597
17921,1,1.0607,0.3807,0,s1,0.2949,0.0519,0.3367,0.1593,1.0607
17922,1,1.0597,0.4054,0,s1,0.2948,0.0519,0.304,0.3164,1.0597
17923,1,1.0602,0.3957,0,s1,0.2949,0.0519,0.3415,0.2299,1.0602
17924,1,1.0593,0.4113,0,s1,0.2948,0.0519,0.3018,0.3485,1.0593
17925,1,1.0602,0.3494,0,s1,0.2949,0.0519,0.3266,0.0135,1.0602
17926,1,1.0602,0.3758,0,s1,0.2949,0.0519,0.315,0.1569,1.0602
17927,1,1.0597,0.376,0,s1,0.2948,0.0519,0.3148,0.159,1.0597
17928,1,1.0607,0.3903,0,s1,0.2949,0.0519,0.3398,0.2043,1.0607
17929,1,1.0607,0.3846,0,s1,0.2949,0.0519,0.338,0.1773,1.0607
17930,1,1.0602,0.368,0,s1,0.2949,0.0519,0.3178,0.1152,1.0602
17931,1,1.0593,0.3486,0,s1,0.2948,0.0519,0.3264,0.0105,1.0593
17932,1,0.9832,0.3389,0,s1,0.0793,0.0512,0.307,0.2738,0.9832
17933,1,1.0602,0.4138,0,s1,0.2949,0.0519,0.3473,0.3149,1.0602
17934,1,1.0612,0.3859,0,s1,0.2949,0.0519,0.3383,0.1831,1.0612
17935,1,1.0602,0.3597,0,s1,0.2949,0.0519,0.3299,0.0615,1.0602
17936,1,1.0602,0.3879,0,s1,0.2949,0.0519,0.339,0.1937,1.0602
17937,1,1.0602,0.3763,0,s1,0.2949,0.0519,0.3353,0.1393,1.0602
17938,1,1.0602,0.3879,0,s1,0.2949,0.0519,0.339,0.1937,1.0602
17939,1,1.0597,0.3499,0,s1,0.2948,0.0519,0.3268,0.0162,1.0597
17940,1,1.0602,0.4021,0,s1,0.2948,0.0519,0.3053,0.2985,1.0602
17941,1,1.0602,0.3723,0,s1,0.2949,0.0519,0.3162,0.1383,1.0602
17942,1,1.0602,0.3866,0,s1,0.2949,0.0519,0.3386,0.1876,1.0602
17943,1,1.0602,0.3951,0,s1,0.2949,0.0519,0.3413,0.2274,1.0602
17944,1,1.0597,0.4544,0,s1,0.2948,0.0519,0.286,0.5797,1.0597
17945,1,1.0602,0.3837,0,s1,0.2948,0.0519,0.3125,0.1992,1.0602
17946,1,1.0602,0.3918,0,s1,0.2949,0.0519,0.3402,0.2116,1.0602
17947,1,1.0607,0.3782,0,s1,0.2949,0.0519,0.3359,0.1475,1.0607
17948,1,1.0607,0.382,0,s1,0.2949,0.0519,0.3132,0.1893,1.0607
17949,1,1.0602,0.3792,0,s1,0.2949,0.0519,0.3362,0.1528,1.0602
17950,1,1.0602,0.4019,0,s1,0.2949,0.0519,0.3435,0.259,1.0602
17951,1,1.0607,0.3468,0,s1,0.2949,0.0519,0.3259,0.0007,1.0607
17952,1,0.6703,0.3426,0,s1,0.0468,0.1314,0.3406,0.5239,0.6703
17953,1,1.0602,0.3875,0,s1,0.2949,0.0519,0.3106,0.2199,1.0602
17954,1,1.0466,0.382,0,s1,0.2943,0.0519,0.3316,0.1858,1.0466
17955,1,1.0437,0.3909,0,s1,0.2937,0.0519,0.3411,0.2239,1.0437
17956,1,1.0602,0.3827,0,s1,0.2949,0.0519,0.3373,0.1692,1.0602
17957,1,1.0408,0.3665,0,s1,0.2942,0.0519,0.3074,0.1381,1.0408
17958,1,1.0308,0.3441,0,s1,0.2937,0.0519,0.3143,0.0298,1.0308
17959,1,1.0588,0.5197,0,s1,0.2948,0.0519,0.2618,0.9311,1.0588
17960,1,1.0597,0.4736,0,s1,0.2948,0.0519,0.3665,0.5951,1.0597
17961,1,1.0602,0.3861,0,s1,0.2949,0.0519,0.3384,0.1849,1.0602
17962,1,1.0487,0.3551,0,s1,0.2943,0.0519,0.3239,0.0567,1.0487
17963,1,1.0121,0.3645,0,s1,0.2921,0.0518,0.3212,0.1455,1.0121
17964,1,1.0607,0.3915,0,s1,0.2949,0.0519,0.3402,0.2097,1.0607
17965,1,1.042,0.3835,0,s1,0.2937,0.0519,0.3296,0.2002,1.042
17966,1,1.0247,0.3886,0,s1,0.2924,0.0519,0.3369,0.2372,1.0247
17967,1,1.0516,0.3877,0,s1,0.2943,0.0519,0.3363,0.2043,1.0516
17968,1,1.0473,0.3588,0,s1,0.2938,0.0519,0.3305,0.0706,1.0473
17969,1,1.0602,0.4014,0,s1,0.2949,0.0519,0.3055,0.2944,1.0602
17970,1,1.0498,0.4046,0,s1,0.2942,0.0519,0.34,0.2872,1.0498
17971,1,1.0607,0.3777,0,s1,0.2949,0.0519,0.3357,0.1452,1.0607
17972,1,1.0597,0.3476,0,s1,0.2948,0.0519,0.3261,0.0054,1.0597
17973,1,0.548,0.2197,0,s1,0.1218,0.0471,0.327,0.548,0.0544
17974,1,1.0336,0.3771,0,s1,0.2938,0.0519,0.2994,0.2067,1.0336
17975,1,1.0511,0.3648,0,s1,0.2938,0.0519,0.3182,0.109,1.0511
17976,1,1.0524,0.4074,0,s1,0.2939,0.0519,0.3458,0.2929,1.0524
17977,1,1.0435,0.3556,0,s1,0.2938,0.0519,0.3218,0.067,1.0435
